user_detail_name,user_detail_tags_text,text,text 2,text 3,text 4,text 5,content_wrap,from,iplocation,,,attraction_name
匿名用户,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,大老远搭着机票钱，特意请假过来看缪钺先生学术文献展，第一次遇到展览海报写展期到23号，23号当天上午就撤展的，长见识了。大失所望，非常伤心！,来自订单,IP属地:四川,,,杜甫草堂差评
186****7307,铂金贵宾,1分,不佳,景色4,趣味1,性价比1,真不值得去，50的门票，确实不值,来自订单,IP属地:广东,,,杜甫草堂差评
邑乐郡赵云,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,一般 不值得专门去 不推荐,来自订单,IP属地:北京,,,杜甫草堂差评
M24****407,黑钻贵宾,1分,不佳,景色1,趣味1,性价比1,"导游很差，素质低，**，大家直接去景区请
专业的景区导游",来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,,2分,一般,景色2,趣味1,性价比1,不建议去，浪费钱。,来自订单,IP属地:广东,,,杜甫草堂差评
匿名用户,黄金贵宾,2分,一般,景色4,趣味1,性价比2,非常一般没什么特色 里面放了超多的盆景  感觉没景硬凹 相比武侯祠也就值20块  武侯30  这两个非要看 看一个武侯就行了  杜甫草堂和武侯祠属于成都的卧龙凤雏景点,来自订单,IP属地:四川,,,杜甫草堂差评
M27****3771,黄金贵宾,2分,一般,景色2,趣味1,性价比1,一般般不建议去,来自订单,IP属地:山东,,,杜甫草堂差评
M50****4445,铂金贵宾,2分,一般,景色2,趣味1,性价比2,10.1也不控制下人流量，都排队到外面了，草屋想挤也挤不进去。讲解器连信号都没有，体验感极差,来自订单,IP属地:广东,,,杜甫草堂差评
_M13****5345,黄金贵宾,1分,不佳,景色2,趣味1,性价比1,没有价值，里面看的景点没有任何价值和文化气息。不值门票价,来自订单,IP属地:云南,,,杜甫草堂差评
匿名用户,钻石贵宾,2分,一般,景色4,趣味1,性价比2,讲解不太满意，没有携程的专业,来自订单,IP属地:山西,,,杜甫草堂差评
坤子策,黄金贵宾,1分,不佳,景色2,趣味1,性价比1,全是坑，这也能收钱！,来自订单,IP属地:宁夏,,,杜甫草堂差评
七彩小猴,,1分,不佳,景色1,趣味1,性价比1,性价比不高，里面都是人造景观，性价比不高，里面都是人造景观，性价比不高，里面都是人造景观。非常不建议过来，重要的事情说三遍！！！！,来自订单,IP属地:四川,,,杜甫草堂差评
yix****o2,,2分,一般,景色3,趣味2,性价比2,不值得去的地方,来自订单,IP属地:湖南,,,杜甫草堂差评
野山参勇闯天涯,黄金贵宾,1分,不佳,景色2,趣味1,性价比1,特别没劲，不建议去，尤其对于年轻人来说，毫无价值的行程，就是个公园吧，浪费时间。,来自订单,IP属地:黑龙江,,,杜甫草堂差评
M83****8885,黄金贵宾,1分,不佳,景色1,趣味1,性价比5,公园还收费,来自订单,IP属地:陕西,,,杜甫草堂差评
talong315,铂金贵宾,1分,不佳,景色4,趣味4,性价比1,一个 5A 景区，厕所都很难找，景区很委屈说的我特地调了几十个临时厕所，可游客根本不知道这些厕所放在在哪里，管理水平可像而知,来自订单,IP属地:四川,,,杜甫草堂差评
xiaoli1012,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,因国庆成都大塞车赶不上，未能使用，不能取消，不能退款，没法满意。,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,,1分,不佳,景色1,趣味1,性价比1,最差酒店，无马桶盖，味道大，卫生间太小无法转身，价格太高，插座全部无法充电。,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,铂金贵宾,1分,不佳,景色5,趣味4,性价比1,还未去的游客们且需要讲解的千万别在这里上当了，平台价格高于市场价至少3倍以上，人工讲解现场30元每人，明码标价的，且是景区内每30分钟一班次，这平台团购的随团人数20多人跟现场30的场次人数差不多，今天也是未进景区在路上时在平台买的，简直就是坑，找到平台人工客服答应了退还的，然后再决定现场买的讲解票，结果事后客服不承认，喊调证明也不调，决定消费者热线投诉！基本不在平台评价的，但是此次必须告诉大家别上平台的当！,来自订单,IP属地:四川,,,杜甫草堂差评
看透风云变幻,钻石贵宾,1分,不佳,景色5,趣味1,性价比1,体验感很差，节假日原因，整体感觉就是人挤人，被推着走的。草堂根本不限流，可能也是不想管了吧。节假日慎重选择，不过我觉得寒暑假时间多点，还是可以去的，学生党推荐淡季去，请个导游，慢慢讲解，会收获很多。,来自订单,IP属地:四川,,,杜甫草堂差评
_cft****8994,,1分,不佳,景色1,趣味1,性价比1,买了两小时讲解，实际就一小时！并且讲解一点不专业，耳麦噪音大得炸耳,来自订单,IP属地:四川,,,杜甫草堂差评
A?宝宝呼呼?,铂金贵宾,1分,不佳,景色5,趣味2,性价比1,态度不好～打电话说不明白就挂电话，第一次碰见这样的导游 而且声音很小,来自订单,IP属地:四川,,,杜甫草堂差评
M81****0546,,1分,不佳,景色1,趣味1,性价比1,别来了，指示牌都没有，不好看,来自订单,IP属地:四川,,,杜甫草堂差评
_WeCh****609799,,2分,一般,景色4,趣味2,性价比1,景点环境不错，就是人多和服务跟不上，理念上有些落后了。,来自订单,IP属地:四川,,,杜甫草堂差评
288****145,铂金贵宾,2分,一般,景色3,趣味2,性价比2,都是买卖，都是生意了,来自订单,IP属地:广东,,,杜甫草堂差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,史，消费古人情怀,来自订单,IP属地:北京,,,杜甫草堂差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,真不值得去,来自订单,IP属地:北京,,,杜甫草堂差评
行者无疆hf,黄金贵宾,2分,一般,景色1,趣味3,性价比2,环境不错，历史元素不多，人文景观不错,来自订单,IP属地:四川,,,杜甫草堂差评
M45****497,,1分,不佳,景色1,趣味1,性价比1,啥呀就50块，真的颐和园才25，这么潦草的草堂还收50，大无语,来自订单,IP属地:四川,,,杜甫草堂差评
_WeCh****531886,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,很无聊，现代人把古代人的房子围起来后，建了缅怀故人的房子，我觉得带小孩去可以，背背诗。一个人真没必要去。,来自订单,IP属地:河北,,,杜甫草堂差评
匿名用户,,2分,一般,景色5,趣味1,性价比3,没意思，卖东西的,来自订单,IP属地:四川,,,杜甫草堂差评
M51****2885,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,我在也不来了,来自订单,IP属地:甘肃,,,杜甫草堂差评
小不去旅行,钻石贵宾,2分,一般,景色4,趣味1,性价比1,不是对诗词有极大兴趣的，不建议去。环境不错，但除了文化属性就是个公园,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,铂金贵宾,2分,一般,景色2,趣味2,性价比2,没什么看点，感觉不值得去，倒是旁边那个公园舒服。,来自订单,IP属地:广东,,,杜甫草堂差评
M22****6399,,1分,不佳,景色1,趣味3,性价比1,讲解价不统一40到50元/人，无艺术技巧太枯燥，景点服务差，票价高50元/人，还没别人20多的景点服务好，无空调热死人，须帶上避暑药。,来自订单,IP属地:四川,,,杜甫草堂差评
段炼,铂金贵宾,1分,不佳,景色3,趣味3,性价比1,连个厕所都指示不清楚,来自订单,IP属地:四川,,,杜甫草堂差评
wqq陌,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,不太行，没有性价比,来自订单,IP属地:湖北,,,杜甫草堂差评
_WeCh****861502,黄金贵宾,1分,不佳,景色2,趣味1,性价比1,应该免费，还不如外面浣花溪公园,来自订单,IP属地:浙江,,,杜甫草堂差评
富锐007,钻石贵宾,2分,一般,景色2,趣味2,性价比2,一般，，，，，，，，，，，，，，，，，，，，，，，,来自订单,IP属地:黑龙江,,,杜甫草堂差评
得鹿梦鱼人间无事,,1分,不佳,景色1,趣味1,性价比1,没意思别去,来自订单,IP属地:四川,,,杜甫草堂差评
失落的小孩mm,黄金贵宾,1分,不佳,景色3,趣味1,性价比3,体验感非常差，不建议去没意思也没什么可游览的。景区内绿植面积挺大,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,,1分,不佳,景色2,趣味2,性价比1,卫生状况堪忧，落叶杂物满地，整个园林都是一股浓郁的厕所味道，相比五年前差了很多，收那么贵的门票，怎么不好好维护呢？性价比太低了,来自订单,IP属地:广东,,,杜甫草堂差评
M34****1078,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,导游提前没一天没有任何通知，我们一行三人在景区南门找了好长时间都没有找不到，平台电话无法接通，客服为机器人，后来导游打电话态度蛮横，说给我们发过短信，我让她看我手机，她很不耐烦。,来自订单,IP属地:四川,,,杜甫草堂差评
老金的多多,黄金贵宾,2分,一般,景色3,趣味2,性价比2,不值这个价,来自订单,IP属地:四川,,,杜甫草堂差评
M81****4119,,1分,不佳,景色1,趣味1,性价比1,里面啥也没有啥也不是，还大人50块进去就感觉上当了，水也是混的一点可参观的性价比都没有来了也是白花钱,来自订单,IP属地:重庆,,,杜甫草堂差评
匿名用户,钻石贵宾,2分,一般,景色3,趣味1,性价比1,没咋经营好的感觉，感觉属于成都市内的二三线景点，实在没地方去去转一转可以。,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,黄金贵宾,1分,不佳,景色4,趣味1,性价比1,不好，就是一个大公园，门票贵，不值这个价。,来自订单,IP属地:四川,,,杜甫草堂差评
_WeCh****193459,铂金贵宾,1分,不佳,景色4,趣味1,性价比1,很一般，没啥好看,来自订单,IP属地:广东,,,杜甫草堂差评
M46****0873,,1分,不佳,景色2,趣味1,性价比1,不值，很热，体验好差,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,,1分,不佳,景色1,趣味1,性价比1,不好非常差,来自订单,IP属地:山东,,,杜甫草堂差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,"人多的要死，门口排队人挤人，热疯了。
天气还热，到处都是排队，体验感极差，还没走到茅草屋回家了。
***，你景区不知道限流啊。",来自订单,IP属地:重庆,,,杜甫草堂差评
ma****ke,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,一个啃爹的景点，人造的不说，人那么多，毫无价值的一个地方，竟然还要收费那么贵，真的是让人无语和不解，不如去旁边的浣花溪公园,来自订单,IP属地:上海,,,杜甫草堂差评
匿名用户,黄金贵宾,1分,不佳,景色5,趣味1,性价比1,以为携程的导游更专业，我提前在携程定了导游，但这次感受不好。建议携程对安排的导游心里有底，要不然有损携程信誉。建议规范你平台导游形象和专业素养，建议导游对着人讲，而不是低头只顾自讲。以后喊导游会考虑现场导游。谢谢。,来自订单,IP属地:湖南,,,杜甫草堂差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,进门入口处洗手间卫生很差，里面没有清理。洗手水龙头也是坏的。讲解员讲解完全是背书，毫无感情，后来干脆找了个亭子坐在那里讲了二十多分钟，有游客提出往前走，讲解员才站起来。,来自订单,IP属地:四川,,,杜甫草堂差评
M77****6048,黄金贵宾,2分,一般,景色4,趣味2,性价比1,一个小小的草堂全是人都挤满了，好不容易挤进去就一张小床??,来自订单,IP属地:云南,,,杜甫草堂差评
M25****0802,黄金贵宾,2分,一般,景色3,趣味1,性价比1,没意思，大人小孩都觉得很枯燥无味都一个景点，不值得去，都不如预约个免费都四川大学博物馆，超级丰富,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,,1分,不佳,景色1,趣味1,性价比1,离地铁线太远，里面就一个茅草屋，最主要没有卫生间，找了很久，没有一个卫生间，差评。,来自订单,IP属地:山西,,,杜甫草堂差评
圆咕噜1,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,导游服务很差，不讲清楚集合地址。服务态度也很差,来自订单,IP属地:江苏,,,杜甫草堂差评
Anniezhl,,2分,一般,景色2,趣味2,性价比2,"后来修的建筑，全是莫名其妙的展示和卖货的店，觉得没啥好看的。
遗址区域可能可以稍看看，但整个园区人实在太多了，没兴致。
因为周边施工，走出来打车要很久，比较麻烦。",来自订单,IP属地:浙江,,,杜甫草堂差评
匿名用户,,2分,一般,景色2,趣味2,性价比2,下雨感觉逛这更加难受,来自订单,IP属地:重庆,,,杜甫草堂差评
啊一边奥,黄金贵宾,2分,一般,景色2,趣味2,性价比2,没啥事就去博物馆看看,来自订单,IP属地:江苏,,,杜甫草堂差评
205****173,黄金贵宾,2分,一般,景色1,趣味2,性价比2,作为导游讲究没有一点激情，服务意识性不到位。前后讲解仅仅一个小时，感觉没有讲到精髓,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,黄金贵宾,2分,一般,景色3,趣味2,性价比3,景区内无导游讲解，只能花钱请人讲解。,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,我是鲁迅，这就是诗史,来自订单,IP属地:四川,,,杜甫草堂差评
631****646,铂金贵宾,1分,不佳,景色4,趣味1,性价比1,里面除了草木能让人看看(但是这种景观哪个城市都有），其他没有啥有价值的东西，也没有觉得有特别多跟纪念杜甫相关的。大面积都是所谓文创店，真没意思，不建议来,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,黑钻贵宾,1分,不佳,景色4,趣味1,性价比1,整个讲解没有重点，吐词不太清，无趣味性,来自订单,IP属地:中国香港,,,杜甫草堂差评
M30****1392,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,不建议大家在携程上订，一进景区大门就有景区内的讲解，他们这家太坑了。,来自订单,IP属地:四川,,,杜甫草堂差评
kim168,铂金贵宾,1分,不佳,景色4,趣味3,性价比1,人太多，热，小、乱，不去后悔，去了??后悔！,来自订单,IP属地:四川,,,杜甫草堂差评
M34****7859,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,强烈不推荐，大诗圣的草堂应该免费吧？让小朋友无压力感受诗人魅力，成为古诗词教育基地。,来自订单,IP属地:湖北,,,杜甫草堂差评
PoppyPlay,铂金贵宾,2分,一般,景色2,趣味2,性价比2,没来过的人 千万别来,来自订单,IP属地:四川,,,杜甫草堂差评
M42****488,铂金贵宾,2分,一般,景色3,趣味2,性价比1,奔着杜浦老爷子名头去的，结果啥也没有，在别的地市可能都属于免费或者背诗就能进的地方，这里竟然要50块！杜浦老爷子如果知道自己寄居避难的地方成了赚钱的营生，不知道心里会如何感叹。,来自订单,IP属地:广东,,,杜甫草堂差评
NooNoo??,黄金贵宾,2分,一般,景色4,趣味2,性价比2,不值得特别去,来自订单,IP属地:广西,,,杜甫草堂差评
158****0275,黄金贵宾,1分,不佳,景色2,趣味1,性价比1,"只能说一声讲解真的很辛苦，其他无他。完全不建议购买这个，首先明明买的下午场，通知成上午场，第二天又有另外一个导游联系我，莫名两个人联系，吓得我以为碰到什么信息泄露。终于到达指定地点，我才意识到自己买错了，一大两小（小的不到一米二），买成了两大一小，还不给我处理！另外一个团里，就我一个傻乎乎的自己也买了，其他都是只有小孩买，事实证明也只要给小孩买就够了。两小时，小孩实在也听不下去，中途就想退出了，但也觉得不尊重导游，最后临近结束时提前退出了。建议想买讲解的各位，不要买，起码不要买这家，而且实在要买就买一张儿童票就够了，一个没什么好听的，第二个你完全不用耳机也听得到！景区也有讲解，跟着他们有，他讲的作为大人百分之八九十都知道，小孩又听得云里雾里，你觉得和他有共鸣的地方无非就大家都熟悉的几句诗词。所以再次建议不要拍，即使要拍全家一张儿童票，他们不会查，不要做冤大头。（第二天去三星堆也预约了讲解，这个感觉就非常非常的帮）
总结，不用买，景区也有，跟着他们反而会迷路了",来自订单,IP属地:四川,,,杜甫草堂差评
M22****106,黄金贵宾,2分,一般,景色3,趣味3,性价比2,卫生间卫生太差了 又脏又臭，与这么好的文化环境完全不配，保洁阿姨一手拿撮箕一手拿扫把却把一堆塑料垃圾往河里扫，塑料袋漂在河里，这是什么神操作，有这样的保洁员环境能好才怪了，就应该开除。,来自订单,IP属地:四川,,,杜甫草堂差评
M33****3113,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,体验感不好,来自订单,IP属地:四川,,,杜甫草堂差评
秋天宝宝爸,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,很差，忽悠人,来自订单,IP属地:四川,,,杜甫草堂差评
118****982,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,不值得去，浪费时间,来自订单,IP属地:西藏,,,杜甫草堂差评
孙建府,,2分,一般,景色2,趣味2,性价比2,就是一个树林子，里面蚊子特别多。,来自订单,IP属地:甘肃,,,杜甫草堂差评
M52****5059,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,不建议，费劲,来自订单,IP属地:四川,,,杜甫草堂差评
M33****0975,,1分,不佳,景色1,趣味1,性价比1,"体验感一点都不好，又热又闷，建议不要来。
导游讲话方言比较重，体验感不好",来自订单,IP属地:四川,,,杜甫草堂差评
M24****2727,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,讲解真的太普通了，大面积乱扫，没有重点，语气平平。,来自订单,IP属地:四川,,,杜甫草堂差评
M28****9373,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,一点不好玩,来自订单,IP属地:广西,,,杜甫草堂差评
M37****120,,1分,不佳,景色1,趣味1,性价比1,在携程上买的结果早上去刷身份证却进不了门后来又在杜蒲草堂的公众号上直接买了一张在也不在携程上买了,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,不值得去  商业化,来自订单,IP属地:吉林,,,杜甫草堂差评
M76****8106,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,12345,来自订单,IP属地:四川,,,杜甫草堂差评
110****171,铂金贵宾,2分,一般,景色3,趣味2,性价比2,人太多，门票贵，不值,来自订单,IP属地:广东,,,杜甫草堂差评
匿名用户,铂金贵宾,1分,不佳,景色3,趣味2,性价比1,失望至极……就是一个公园，打着杜甫的名义收门票，里面就是几个雕塑，十几个书法碑（还不是杜甫的），几个卖文创产品的店……说是有“杜甫草堂博物院”，可是也是用来卖文创产品，居然连杜甫的生平介绍都没有看到，真是离谱……,来自订单,IP属地:四川,,,杜甫草堂差评
135****5840,铂金贵宾,2分,一般,景色3,趣味2,性价比2,感觉就是一个一般的公园而已，里面关于杜甫的布置没有多少，有时间顺路也就罢了，不值得一去，更没必要特地打车花50元的门票进去,来自订单,IP属地:浙江,,,杜甫草堂差评
203****852,黄金贵宾,2分,一般,景色2,趣味2,性价比2,去过就行了,来自订单,IP属地:浙江,,,杜甫草堂差评
JAMSON1017,钻石贵宾,2分,一般,景色4,趣味2,性价比1,"??讲解时长方面 明明标着是1.5小时 但是全程划下来导游讲解还不够一个钟！！什么意思？一个钟没到就来收讲解器 说讲解已经结束了？！！
??导游业务非常繁忙！本来就讲不够时长 讲一点发条信息 讲一点打个电话
??讲解方面也很一般 丝毫没有勾起兴趣 非常的平淡 就像背稿的！??",来自订单,IP属地:四川,,,杜甫草堂差评
醉夜闲风,铂金贵宾,2分,一般,景色4,趣味3,性价比1,总体来说一般般，感觉成都的景点无论在外围和景区内指引（提示）非常差，特别是人流量大时应该做好预案，是否实行单向参观或者提示参观者先1-2-3-4-5等按照秩序来，还有就是团队参观学习时应当尽量快点，不要堵塞通道，真是一次体会。,来自订单,IP属地:广东,,,杜甫草堂差评
M11****727,钻石贵宾,1分,不佳,景色3,趣味1,性价比1,第一次给差评，实在是太让人生气了。我们准时到了，导游临时换集合地点没有告知，而且打电话不接！！！经在线客服协调，半小时后终于找到我们，结果和我们说刚刚开始讲（实际上已经给另外几个游客讲了半小时了）。原本一个半小时的讲解，我们就只听到后面一个小时，而且导游拿了一堆耳机，试了好几个都是坏的，最后拿到的有声音但无法调节音量。真是无语。,来自订单,IP属地:北京,,,杜甫草堂差评
M50****1394,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,没意思，不要去，后悔,来自订单,IP属地:重庆,,,杜甫草堂差评
M10****126,黄金贵宾,1分,不佳,景色5,趣味3,性价比2,讲解吐字不清，听不懂说话，讲的也没有头绪，也没什么意思，都听不进去,来自订单,IP属地:四川,,,杜甫草堂差评
M48****727,铂金贵宾,2分,一般,景色3,趣味1,性价比1,免费散散步还行,来自订单,IP属地:新加坡,,,杜甫草堂差评
M94****52,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,导游鱼鱼服务特别差劲，因为堵车晚到几分钟，到景点打电话联系竟然把我拉黑了，真是大无语，来成都最差最差的体验，后来又找了一个导游，特别专业,来自订单,IP属地:四川,,,杜甫草堂差评
M57****0595,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,虽然是大中午去到，但人还是非常多。人挤人，根本看不到什么东西，热闹的人群里感受不出诗圣的精神，不如回去多读两首杜甫的诗,来自订单,IP属地:四川,,,杜甫草堂差评
yu****n20,铂金贵宾,2分,一般,景色2,趣味1,性价比1,乱糟糟的，很脏，人又多又无序，成都最差的景点,来自订单,IP属地:四川,,,杜甫草堂差评
_WeCh****501981,,1分,不佳,景色5,趣味1,性价比1,就当去亲近大自然吧，当然高级文化人除外，如果有比较渊博文化积累还是可以欣赏人文诗词等,来自订单,IP属地:四川,,,杜甫草堂差评
138****1668,铂金贵宾,2分,一般,景色3,趣味3,性价比3,很一般没有什么就是个花园,来自订单,IP属地:陕西,,,杜甫草堂差评
_M13****4981,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,第一次给差评！携程上订的包团讲解太差了！！！700多的价格，不含门票！现场又要求收80块耳机费用！！这不该包含在导游费用里么？！！！讲解就是背书，没有互动交流，说了孩子听不懂也完全没有改变，中间20分钟要求我们原地坐下听他长篇大论的讲，提前20分钟结束离开，这样的导游40块都浪费，一整趟成都旅行最糟糕的一个上午，携程简直毁自己名声,来自订单,IP属地:四川,,,杜甫草堂差评
summer,铂金贵宾,2分,一般,景色2,趣味2,性价比2,一个团特别多人，耳机也不好用，完全听不清,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,找的人工讲解，预定的一个半小时，草草敷衍一个小时结束，中途不停的让我们自己进去，然后他接打电话，讲的就是声音又小又有口音。本来孩子寄予厚望的杜甫草堂参观了个寂寞。,来自订单,IP属地:四川,,,杜甫草堂差评
郎楠,铂金贵宾,2分,一般,景色2,趣味2,性价比2,就是大公园，商业太严重。大半个院子卖东西。杜甫要被气活过来,来自订单,IP属地:四川,,,杜甫草堂差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,就是一个义乌步行街，没有一点有价值的东西，非常不建议去，很差,来自订单,IP属地:上海,,,杜甫草堂差评
