user_detail_name,user_detail_tags_text,text,text 2,text 3,text 4,text 5,resource_date_text,content_wrap,iplocation,,,attraction_name
M56****4994,,1分,不佳,景色1,趣味1,性价比1,2025-02-02 发布点评,不要买这种礼品的票，不是官方的，骗人的。找不到在哪里领取！！！！！！！！！！！！！！！！！！！！,IP属地:四川,,,大熊猫基地差评
heidiwongyan,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,2025-02-02 发布点评,不值得一去，乱哄哄的现场。看什么网红熊猫，要排队两个小时，真的会谢。其他又没什么看头。。。,IP属地:四川,,,大熊猫基地差评
M41****313,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2025-02-02 发布点评,不建议来哈，熊猫没见到，人见了不少,IP属地:四川,,,大熊猫基地差评
男人心情,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,2025-02-02 发布点评,不值得去，看不到??,IP属地:湖南,,,大熊猫基地差评
dreamy,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2025-02-02 发布点评,春节初四去的，体验感很差。买的下午的票，人很多。网约车送到路边，大概要再走五百米到门口，排长队入园。观光车始发站排长队，停售车票。其他站点人流少，很多空车往返，也不卖票。带着老人孩子无法做观光车就只能在别墅区附近转悠。别墅区1号到6号，下午三小时，一只熊猫没看到。最后南门口博物馆逛一圈，返程。再走五百米出园，等网约车四十分钟。节假日不建议去，白花门票，车票，什么都看不到。倒是促进了景区熊猫产品的售卖。,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,2分,一般,景色3,趣味3,性价比3,2025-02-01 发布点评,号称有两百只猫，实际露面不足十分之一。幼年熊猫馆里白绕一圈，一只幼熊猫都没有,IP属地:浙江,,,大熊猫基地差评
儒家禅意,,1分,不佳,景色1,趣味1,性价比1,2025-02-01 发布点评,熊猫时空票根本没用，去的时候是关门状态,IP属地:四川,,,大熊猫基地差评
蚊子??。,,1分,不佳,景色1,趣味1,性价比1,2025-02-01 发布点评,停车场在烂泥地里，一路走到大门口20分钟、排队进场20分钟，进去以后观光车票买了目测得排一个小时，抱着孩子最后还是走路，走了快30分钟没见一个熊猫，最差的一次旅行、自己可以当一次游客体验一下，太差了,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,2分,一般,景色5,趣味5,性价比2,2025-01-31 发布点评,65年7月出生，携程上按照成人购买不符合条件，老人60优惠可以，到了景区验身份证，工作人员让补票，说不符合优待条件，那在系统上为什么不让成人购买呢？麻烦??,IP属地:四川,,,大熊猫基地差评
_WeCh****99453,铂金贵宾,1分,不佳,景色5,趣味3,性价比2,2025-01-31 发布点评,进去都是看人头，真的不建议节假日去，都是人挤人！,IP属地:四川,,,大熊猫基地差评
_WeCh****10951,铂金贵宾,2分,一般,景色3,趣味2,性价比1,2025-01-30 发布点评,熊猫基地 进去40分钟没看到 熊猫  一路走路爬坡累死人。人超多 好多不开放 又弄了单行线 走的路更多。就几个地方有熊猫出没 人围了一圈又一圈。看不到几只。真不建议去看。里面居然还有办信用卡的工作人员。真心累 又生气。还有里面那个自助讲解 千万别用 一点用没有 40块没了,IP属地:四川,,,大熊猫基地差评
匿名用户,,1分,不佳,景色1,趣味1,性价比1,2025-01-30 发布点评,观光车 到点就没有 体验很差,IP属地:四川,,,大熊猫基地差评
Forever  young,黄金贵宾,1分,不佳,景色3,趣味1,性价比1,2025-01-30 发布点评,差评差评，刚去，一家好几口人，来的人上当，白花钱，几个熊猫，而且我走了两个小时只看到了熊猫身体，睡觉，啥也看不到，,IP属地:四川,,,大熊猫基地差评
花花丛子,钻石贵宾,1分,不佳,,,,2025-01-30 发布点评,勿打车到西门或游客中心，出租平台导航的乡村无名道路需下车步行十几分钟,IP属地:四川,,,大熊猫基地差评
M30****5381,黄金贵宾,2分,一般,景色2,趣味1,性价比1,2025-01-29 发布点评,大家都是为了看花花，保安拦着，大喇叭说着，排队需要3个多小时，还不一定能看到，然后去了其他的熊猫别墅，可以说，几乎看不到，最终看到了一只小熊猫，人多的是无法形容,IP属地:四川,,,大熊猫基地差评
M42****323,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2025-01-29 发布点评,带家人一起去，就看到一个熊猫屁股，除了人多还是人多，周边收费项目越来越多，服务跟不上，路标不清不楚，工作人员更是2，出口要走一个小时也不说，只说是出口。垃圾玩意吃相太难看了，去过三次了一次比一次差。,IP属地:四川,,,大熊猫基地差评
矩阵森林,黄金贵宾,2分,一般,景色2,趣味2,性价比2,2025-01-28 发布点评,带着孩子去的，大部分时间都是再等摆渡车，当天还下小雨，里面动线也不太科学，整体感觉一般。,IP属地:四川,,,大熊猫基地差评
人间惊鸿客_,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2025-01-27 发布点评,整个基地一共就六七只熊猫，全是在睡觉，所有室内场馆全部没有熊猫，车费还花了几十块，就在成都待了一天专程去看熊猫，感觉纯诈骗，就花了几十块逛了个公园,IP属地:云南,,,大熊猫基地差评
吃大白兔奶糖,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,2025-01-26 发布点评,全国最最最拉的景点之一，放出来的熊猫很少，大多都被树枝遮挡且不方便观看，一个馆到另一个馆需要走非常远的距离，且看不到个啥，真的服了，如果只是当一个普通公园来逛也还可以，但是谁跑这么远为了逛公园呢。不会再来第二次，一路上听到无数旅客抱怨这个景点垃，真的服了。,IP属地:四川,,,大熊猫基地差评
阿杜去哪儿,黑钻贵宾,1分,不佳,景色1,趣味1,性价比1,2025-01-23 发布点评,千万不要去，太坑了，工作日去的，人不算多，但是大量时间都花在重复排队、扫码、坐环保车上！不值得,IP属地:四川,,,大熊猫基地差评
202****011,黄金贵宾,1分,不佳,景色3,趣味1,性价比1,2025-01-23 发布点评,体验感极差，分上下午门票，但是上午进去的中午可以不出来。那下午票不是坑人？看花花要排两个多小时这个我可以理解。但是其他场馆基本看不到猫。太阳产房和7号别墅围蔽施工也没有明确告知。最后吐槽一下这个指示牌，两个方向都指向熊猫会客厅但是我转了一圈都没看见。问了工作人员指向了50米外的坡下。但是指示牌明确的指向会客厅22M处。总结：不是花花忠粉就别来了。,IP属地:四川,,,大熊猫基地差评
8????猪猪,黄金贵宾,1分,不佳,景色2,趣味1,性价比1,2025-01-20 发布点评,"观光车下车点下来后还得爬半座山才到景点！一个上车点挤了50人，10分钟都没一台车！路标设置像迷宫，走到景点门口才标志今天不开放！超级差评！路上还让我们问工作人员，路上光秃秃的，人影都没一个！活该不赚钱！什么破服务质量！
这也算了，室内景点根本和车站名字半毛钱关系没有！到哪下车自己都没办法分辨。是我在成都旅游的行程中体验最差的！谁想来把腿走废的，欢迎光临！！！！",IP属地:四川,,,大熊猫基地差评
匿名用户,黄金贵宾,2分,一般,景色3,趣味2,性价比3,2025-01-19 发布点评,园区不大，没多少趣味性。,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2025-01-19 发布点评,千万不要买，一个55的门票卖**，一个冰箱贴值9块吗？最重要的是有商家买58送挂件。看到让我直拍大腿，想说一句脏话，还是公众号上老老实实买票吧。,IP属地:四川,,,大熊猫基地差评
匿名用户,,1分,不佳,景色3,趣味2,性价比1,2025-01-18 发布点评,景区观光车排队时间太长了，人多，观光车很少。排队时间比看熊猫时间还要长。体验感瞬间不好啦，拍了很久的队，半天不动。10分钟就动几步。,IP属地:四川,,,大熊猫基地差评
M50****2249,黄金贵宾,1分,不佳,景色3,趣味3,性价比1,2025-01-17 发布点评,熊猫基地还可以，景色还行，熊猫很可爱，差评给携程这让人无语的文创产品，景区找一圈没找到领取的地方，问了工作人员才知道这是携程自己的文创，在景区外面领取，然后出去走了老远，进了个文创店，店员都不看我们的票直接让选，拿一个比在饭店吃饭给好评就送的还差的挂件，也不用验票，说白了，你没买票，直接去拿他都不带问你的，就很劣质的一个挂件 携程给你加7块钱，这七块钱在景区外面的大妈那里能买的东西多多了，就坑人，差评，以后都不会在携程上买景区票了。,IP属地:浙江,,,大熊猫基地差评
M51****9424,铂金贵宾,1分,不佳,景色4,趣味1,性价比1,2025-01-17 发布点评,各种排队排队，观光车每站要排30分钟起,IP属地:四川,,,大熊猫基地差评
sunny1213,铂金贵宾,1分,不佳,景色3,趣味1,性价比2,2025-01-16 发布点评,不得行，又贵又不好看，内容一致,IP属地:江苏,,,大熊猫基地差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2025-01-16 发布点评,体验感太差,IP属地:四川,,,大熊猫基地差评
M59****817,,1分,不佳,景色5,趣味5,性价比1,2025-01-14 发布点评,时空穿越不要在线上订票比实体店贵,IP属地:四川,,,大熊猫基地差评
王蓉_王蓉,,2分,一般,,,,2025-01-13 发布点评,"离市中心太远,熊猫无聊,不值得去时间,旅游区电车的路很模糊,难以理解,我们一行错了好几次,从哪里走都花了好多时间",IP属地:未知,,,大熊猫基地差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2025-01-12 发布点评,非常不好耍,IP属地:四川,,,大熊猫基地差评
匿名用户,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,2025-01-10 发布点评,服务态度一塌糊涂，还不处理，态度恶劣，大家不要上档,IP属地:江苏,,,大熊猫基地差评
苏格,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2025-01-02 发布点评,体验感太差,IP属地:甘肃,,,大熊猫基地差评
匿名用户,铂金贵宾,2分,一般,景色2,趣味2,性价比2,2025-01-01 发布点评,等待看花花时间太长。园区虽然大，但是没看见几只熊猫。不建议去。,IP属地:新加坡,,,大熊猫基地差评
M51****8550,黄金贵宾,1分,不佳,景色4,趣味2,性价比1,2025-01-01 发布点评,票沒問題！那掛件就真騙人，以為基地裡面，誰知道是外面，給七元，拿不值一元的東西！這麼大的旅遊公司也這麼黑，黑……,IP属地:中国香港,,,大熊猫基地差评
PATRICK-CHEAH,,2分,一般,,,,2025-01-01 发布点评,"公园很大,熊猫住的环境也很大,近距离看熊猫很难,去成都动物园看熊猫会更好",IP属地:未知,,,大熊猫基地差评
M25****4987,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-12-31 发布点评,"景区只想赚钱，不花时间找不到熊猫！！！1. 景区很大，为了节约时间必须坐30一位的观光车。然后观光车在一个商业街把我们放下了。2. 场馆名字不知所云，看地图根本不知道熊猫在哪里。我们时间紧张，只有一个小时。只找到了一只熊猫。3. 往回赶的时候，观光车把我们运到“出口”，我就约车了。然后发现要到能坐车的出口还有一公里多，这片又是商业区！赶时间的我们只能一路狂奔。
这个景区吃相难看，不仅给四川人丢人，还给中国人丢人了。",IP属地:中国香港,,,大熊猫基地差评
M37****515,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-12-30 发布点评,差劲差劲差劲,IP属地:上海,,,大熊猫基地差评
Lil Boom,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-12-30 发布点评,我熊猫挂件都没有领到??,IP属地:四川,,,大熊猫基地差评
MGJ Total Grow Solutions,,1分,不佳,,,,2024-12-30 发布点评, 这里停车位倒是很多，而且价格也不贵，但是园区挺大的，整体来说没什么好看的，就是几只动物熊猫，还有买了一个人30人民币的观光车。就是你跑很远花很多力气，但是最后只是看到一点点东西整体来说没有什么太大的价值，只是说自己亲眼看到这种动物。,IP属地:未知,,,大熊猫基地差评
TerenceGoh,钻石贵宾,2分,一般,景色2,趣味1,性价比1,2024-12-29 发布点评,只有4个馆开放。人太多。 挤了后才看到一只熊猫的背。,IP属地:中国香港,,,大熊猫基地差评
matrix2249,,2分,一般,,,,2024-12-29 发布点评,地方大，必须坐观光车，但需要额外收费，什么馆什么馆，有什么区别不知道，来了就是想看国宝，去那么多馆子干啥？看了一个馆有两头国宝在玩，去第二个馆，一头都看不到，走了！坑！,IP属地:未知,,,大熊猫基地差评
匿名用户,钻石贵宾,1分,不佳,景色2,趣味1,性价比2,2024-12-25 发布点评,没有什么熊猫可看，坐观光车也比较慢，每次都刷码很麻烦，不如别的公园买个票弄个手环，上车展示一下省时又方便,IP属地:新西兰,,,大熊猫基地差评
milohg,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-12-21 发布点评,车况很差，不要坐,IP属地:上海,,,大熊猫基地差评
匿名用户,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,2024-12-20 发布点评,霸王条款。。。门票购买之后没去居然自动核销了??， 穷疯了吧,IP属地:四川,,,大熊猫基地差评
M28****6429,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-12-18 发布点评,总体评价三星服务一般,IP属地:宁夏,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色5,趣味1,性价比1,2024-12-10 发布点评,不值得去，千万不要去。,IP属地:广东,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,2024-12-07 发布点评,不值得去看，还不如去动物看熊猫，从西门进就是坑！,IP属地:陕西,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色5,趣味5,性价比1,2024-12-07 发布点评,千万不要选这个套餐，骗人的，那个天府通纪念卡就是一张自己印刷的名片大小的破纸，完全不是公交纪念卡，用了天府通的名字来骗人,IP属地:四川,,,大熊猫基地差评
匿名用户,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,2024-12-01 发布点评,游览路线极其不合理，首先，大门没车，停车点设置距离大门2公里！其次，买了电瓶车票，下车点距离熊猫宿舍又间隔一公里以上，绕来绕去，就是让你看不到熊猫！从进大门到排队3小时，一只熊猫都没看到！优秀的设计。,IP属地:四川,,,大熊猫基地差评
匿名用户,黄金贵宾,1分,不佳,景色5,趣味2,性价比2,2024-12-01 发布点评,什么也看不到，环境还可以,IP属地:四川,,,大熊猫基地差评
M25****5080,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-11-29 发布点评,不值 基本都是很远或者看后背 要么就是排队两三个小时,IP属地:河南,,,大熊猫基地差评
M55****998,,1分,不佳,景色1,趣味1,性价比1,2024-11-28 发布点评,"很垃圾，
根本找不到车",IP属地:四川,,,大熊猫基地差评
M43****7706,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-11-24 发布点评,不太值得去，没有小熊猫,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色5,趣味1,性价比1,2024-11-23 发布点评,由于飞机延误四点多才到，熊猫都进去睡觉了，只能远远看到一只，保安服务态度很好，其他人服务态度很差，景区内卖的熊猫公仔贵2倍，市区门店48，景区88，注意避雷,IP属地:四川,,,大熊猫基地差评
柒柒ok,铂金贵宾,2分,一般,景色2,趣味2,性价比2,2024-11-23 发布点评,千万别来踩坑，除非对花花有兴趣的，或你是花花的粉丝，光排队就排几个小时，后来我们不排了，说去看别的熊猫，一个别墅只有一只熊猫，而且还看不到影，还有天鹅湖，什么天鹅，明明是野鸭子，我都怕发圈被笑死，观光车是是排很久，外面有像公交车一样的站牌，就是不停下来给你上车，我们是走出去,IP属地:四川,,,大熊猫基地差评
_WeCh****26114,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-11-23 发布点评,垃圾，商业化太重,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-11-19 发布点评,直接选择买票 别选什么挂件 7块钱 给个垃圾 就没有领 也不让退 很小一个钥匙扣,IP属地:四川,,,大熊猫基地差评
M28****9338,,2分,一般,景色2,趣味2,性价比2,2024-11-18 发布点评,在携程订了今天上午9点去熊猫基地的直通车票，平台没有发车牌号信息，我们上不了任何去能猫基地的直通车，要求退票。,IP属地:四川,,,大熊猫基地差评
zm5865863658,铂金贵宾,1分,不佳,景色3,趣味1,性价比1,2024-11-17 发布点评,基本看不到,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,2分,一般,景色2,趣味2,性价比2,2024-11-14 发布点评,没啥可看的去的时候熊猫都在睡觉，一天就四个小时清醒，看到花花了但是就三分钟，然后景区的工作人员就开始催人走，还有的顾客和景区的打起来了,IP属地:辽宁,,,大熊猫基地差评
扬帆客,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-11-13 发布点评,上车地点没有醒目的提醒标志，而且不能停车，所以车辆是提前2分钟到达，但携程要求我们提前15分钟到达，导致游客以为上错地点反复寻找。,IP属地:福建,,,大熊猫基地差评
M52****4616,黄金贵宾,1分,不佳,景色5,趣味1,性价比1,2024-11-13 发布点评,熊猫没有想象的多  一共就看到十几个而且都在睡觉,IP属地:四川,,,大熊猫基地差评
138****9566,钻石贵宾,2分,一般,景色2,趣味2,性价比2,2024-11-11 发布点评,几乎什么都没有，就是花花名气响，问了工作人员，产房里没有幼仔的，骗人的，网上都是托，最失望景点,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,2分,一般,景色3,趣味1,性价比1,2024-11-11 发布点评,8年后第二次去，体验感太差，啥都没看到……外面的熊猫都睡觉，小熊猫管全关闭，也不在买票的时候提醒……花花排队2小时，懒得去了，体验感完全没有……不建议再去，周末都这样子，估计旺季更恼火，还不如直接去动物园看熊猫,IP属地:重庆,,,大熊猫基地差评
zjissj,钻石贵宾,1分,不佳,景色1,趣味1,性价比1,2024-11-10 发布点评,携程无法提供发票,IP属地:四川,,,大熊猫基地差评
M24****755,铂金贵宾,1分,不佳,景色4,趣味1,性价比1,2024-11-09 发布点评,进去后，只看到3只熊猫屁股，所以奉劝广大游客三思而后行,IP属地:上海,,,大熊猫基地差评
M27****9074,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-11-08 发布点评,指示牌特别垃圾，不明确，一圈一圈绕路还看不到熊猫，,IP属地:四川,,,大熊猫基地差评
金果米月,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-11-07 发布点评,包裹太多，其中一个包落通行车上了，是景区直通车从太古里到熊猫基地的，也在客服申诉了，结果司机根本没有责任心，没有归还，只能怨自己粗心大意了。,IP属地:四川,,,大熊猫基地差评
匿名用户,铂金贵宾,1分,不佳,景色4,趣味5,性价比1,2024-11-04 发布点评,千万不要附加文创！千万不要附加文创！天府卡就是一张小卡片！冰箱贴也非常小和劣质！一毛钱都不值！就是为了引流用的，纯坑人的！位置还很不好找！,IP属地:四川,,,大熊猫基地差评
谭酉卒,铂金贵宾,2分,一般,景色1,趣味3,性价比2,2024-11-02 发布点评,一般般啊哈哈,IP属地:四川,,,大熊猫基地差评
M22****6664,黄金贵宾,2分,一般,景色3,趣味3,性价比2,2024-11-01 发布点评,什么垃圾服务，改了乘车位置不提前通知，问了路人才知道改位置了。不知道这家是不是就是景区直通车那家，一样的垃圾。建议能买成都公交的还是买公交。,IP属地:四川,,,大熊猫基地差评
M49****663,黄金贵宾,1分,不佳,景色3,趣味2,性价比2,2024-10-29 发布点评,下午不建议去，熊猫看不见几只，进去里面基本是蒙圈状态，不管是开车的还是检票的问了都是我不知道的样子，一个推一个，到下车点讲话非常快，多问几句还很不耐烦。熊猫都在很里面，要放很大才能拍到,IP属地:四川,,,大熊猫基地差评
205****607,钻石贵宾,2分,一般,景色3,趣味1,性价比1,2024-10-28 发布点评,整体感官比较差。来回开了近三个小时的车，满怀热情和希望入园，结果上午十点多入园只能远距离看到不到十只大熊猫，还都趴着睡觉，没有工作人员投喂大熊猫，园区了无生气，让游人失望，与重庆动物园熊猫馆的观赏性相差甚远，尤其是商店保安，态度恶劣，熊猫馆保安对于游客咨询漫不经心回复，态度敷衍，总体来说是一次让人失望之行。,IP属地:广西,,,大熊猫基地差评
书呆子68,黄金贵宾,2分,一般,景色5,趣味3,性价比3,2024-10-28 发布点评,很不人性化，园区太大，交通种类太单一，比如电动观光车两至四人，灵活停靠区。,IP属地:四川,,,大熊猫基地差评
鞠岩,黑钻贵宾,1分,不佳,景色5,趣味1,性价比1,2024-10-28 发布点评,去了熊猫基地，连大熊猫都没看到，这不是胡扯事吗？所以不建议到这个熊猫基地游玩，都江堰旁的熊猫基地还是非常有性价比的！,IP属地:上海,,,大熊猫基地差评
M27****6913,,1分,不佳,景色1,趣味2,性价比1,2024-10-26 发布点评,太差了基本没啥玩意千万个买5D的套票,IP属地:四川,,,大熊猫基地差评
匿名用户,,2分,一般,景色3,趣味3,性价比1,2024-10-26 发布点评,首先剧场非常不好找，园区内没有任何提示牌，差点没看上。第二，我订的VIP票，结果进剧场看剧的人全都坐的vip的座位，其实就是剧场中间的位置，购票的时候没有一点提示，挺恶心的，这钱花的挺不值的，第三可能我不懂艺术，看的很没意思，不知道网上说好的那些人是不是拖，最后我想说的是真不值这个价，这个剧适合带孩子看，看个热闹就好了,IP属地:四川,,,大熊猫基地差评
M39****7882,黄金贵宾,2分,一般,景色4,趣味2,性价比3,2024-10-26 发布点评,"根本没看到啥熊猫！都不营业不热情！花花排队两小时只看三分钟！不推荐去
交通服务还不错！",IP属地:四川,,,大熊猫基地差评
M65****6053,黄金贵宾,2分,一般,景色5,趣味3,性价比2,2024-10-20 发布点评,想看熊猫得碰运气  国宝咱理解   可是景区的服务不到位  观光车不在显眼处  有老人孩子的如果第一时间没有发现有观光车坐 那你只能靠腿上上下下了 挺累的  还有就是网约车  一个景点如果不能很好的管理网约车  不能让外来的游客很方便的使用网约车真的是诟病一大堆  所以想去看大熊猫的 第一个想好了如果没有网约车 你怎么办,IP属地:广东,,,大熊猫基地差评
匿名用户,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-19 发布点评,"不值得去 带宝宝的别去
无障碍通道形同虚设
带宝宝推婴儿车非常累",IP属地:江苏,,,大熊猫基地差评
匿名用户,黄金贵宾,2分,一般,景色3,趣味3,性价比1,2024-10-18 发布点评,可爱的是熊猫，令人生厌的是人。保安本来是维持秩序，提高大家游览体验的，可惜这里有的保安以为自己是这里的主角，是大爷，淡季去的，游客不算多，只是在活动度高一点的熊猫舍围观的游客多一点，有的保安就大声呵斥，仿佛游客多不文明，多危险。保安的服务意识和服务水平亟待提高。建议大家不要去基地，想看熊猫，去碧峰峡体验感好很多。,IP属地:湖北,,,大熊猫基地差评
seewindow,黄金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-15 发布点评,感觉被骗了,IP属地:天津,,,大熊猫基地差评
138****2336,黄金贵宾,2分,一般,景色2,趣味1,性价比1,2024-10-15 发布点评,最差的一次进景点！工作人员也是瞎指挥！,IP属地:河南,,,大熊猫基地差评
会飞的骏马,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-15 发布点评,太坑，走路两小时看见4个睡觉的。观光车还得等待一个多小时。还不如去动物园，或者重庆动物园呢。不是钱的事。进来了就是看树木。草地。5个馆看见4个睡觉的，这还是上午来的,IP属地:四川,,,大熊猫基地差评
尘封的烈日,铂金贵宾,2分,一般,景色2,趣味2,性价比2,2024-10-13 发布点评,建议去熊猫谷好看看，这里真的不咋地，很少的，花花也不容易看到,IP属地:山西,,,大熊猫基地差评
139****6008,,1分,不佳,景色2,趣味1,性价比1,2024-10-12 发布点评,人多也就算了，100多只熊猫，连个熊毛都看不到，啥都没有，逛街了。如果每逢国庆，春节还是这样样子，还不如不开放。,IP属地:浙江,,,大熊猫基地差评
M29****5225,铂金贵宾,1分,不佳,景色4,趣味4,性价比1,2024-10-12 发布点评,这次熊猫基地游请的讲解员太差劲??  讲的不专业，我们游客在后面走，她在前面走得很远，不管不顾游客，希望大家以后不要请讲解员，都是忽悠我们的钱，188元真是太不值啦,IP属地:四川,,,大熊猫基地差评
M29****3451,,1分,不佳,景色1,趣味1,性价比1,2024-10-12 发布点评,骗人的钱，骗子公司，垃圾携程，再也不用携程了，垃圾！,IP属地:湖北,,,大熊猫基地差评
_ucwe****098839,铂金贵宾,1分,不佳,景色1,趣味1,性价比1,2024-10-12 发布点评,人太多，没有看见什么大熊猫。,IP属地:四川,,,大熊猫基地差评
