user_detail_name,text,text 2,text 3,text 4,text 5,content_wrap,,,,,,attraction_name
心灵的微笑,4分,满意,景色5,趣味5,性价比5,去了重庆的外地人都要乘游船游长江和嘉陵江交汇的地方，重点观重庆夜景。船很多，景很美，最大的问题就是船票价格十分混乱，到处都有人拉客售票，因船的不同价格120--198不等，不知道的是就会原价购买，实际随便半价，甚至低至50元，所以请谨慎选择。二楼船头是最佳观景点，但需要消费。我们座三楼船尾也不错。,,,,,,重庆两江游好评
北京亚亚,4分,满意,景色4,趣味4,性价比4,夜游两江售票管理有些混乱！网上订票竟然比现场购票还要贵，建议到码头现场买票。通往码头的路上全是卖船票的小旅行社或票贩子，标价198元的船票只要50元就能到手。记得一定要看清具体是哪艘游船，档次可相差甚远，建议乘坐金碧女王号或金碧辉煌号，这两艘游船豪华漂亮，往返行驶时间较长，可登顶慢慢欣赏重庆夜景。另外游船上还会有免费演出可看！只是船上商业味道浓烈，许多座位或船舱都要另外付费（60——100元）。只能提前一两个小时上船占领免费散座，否则就只好辛苦站全程了！两岸的夜景还是比较漂亮的，尤其是远观洪崖洞民俗区和朝天门码头景色更佳！,,,,,,重庆两江游好评
ur****ame,4分,满意,景色4,趣味4,性价比4,山城的夜景还是值得一看的，传统与现代融合，错落有致，有种很梦幻的感觉。游轮的时间掐的很准，告诉你几点结束就几点准时靠岸，建议想去看的同学们提前在网上买好票，现场买票太坑，票价看人给的，我在洪崖洞买的。买好让你直接在楼下等：然后一辆小巴会把人拉到码头，让你自己去找，码头在修，全是车，而且我们买的游船停在最后面，卖票的也没有及时告知，害我们找了好久才找到。但是上了船看了夜景就觉得一切都值了，另外我们坐的交运邮轮有强制照相，你一上船就你站门口拍张照，大家都不知道什么情况，后来开到一半就有服务员把洗好的照片拿给你说十元一张让你买。希望分享出来给你们不要受骗。,,,,,,重庆两江游好评
11落子无悔13,3分,不错,景色5,趣味3,性价比1,价格138块 时长50分钟 三楼参观 二楼变脸+推销字画 景色没得说，非常漂亮，但大周一，电梯都要狂挤，赶最后一班一路小跑，结果半天不发船，上船后有vip区再加80，船确实大，但座位少，后上的人只能站着，没有服务，价格不便宜，另外大部分灯光22点30准时关闭，洪崖洞23点关，就是说最后一班船的人，只能看一半时间的精彩景色，体验一次够了。,,,,,,重庆两江游好评
诗意的栖居,5分,超棒,景色5,趣味5,性价比5,这里的夜景非常漂亮，特别是洪崖洞，古色古香又灿烂辉煌，观之震撼人心。去船上看风景的人特别多，游人三五成群，在甲板上吹着河风，看夜景，吃美食，谈天说地。置身其中，非常爽快舒坦。有时候对面会开来一艘其他的观光船，我们和对面的人相互问好，招手，大家的脸上都带着微笑，虽然夜色苍茫，但心里很温暖。,,,,,,重庆两江游好评
小阿飛 ,5分,超棒,景色5,趣味5,性价比5,我们早早六点就到了船上，等到七点船上就人多的没有桌位了，所以建议早点去，晚上有点小凉建议多穿一点。夜江景色非常美丽很值得一看。,,,,,,重庆两江游好评
M10****310,5分,超棒,景色5,趣味5,性价比5,重庆的夜景真美，游船票在5号码头买，最豪华的游轮50元一张，不要相信超过50元的票，一张票的批发价就35。带上单反相机坐船吧。,,,,,,重庆两江游好评
M22****4041,5分,超棒,景色5,趣味4,性价比5,我来到重庆，真没想到发展这么快，两江夜景堪比陆家嘴。绝对值得一看，尤其是乘船费用不高。从携程订的船票，很方便，到了码头扫码进。乘船50分钟。有点小遗憾，没有讲解，但也无妨。就说这些吧！,,,,,,重庆两江游好评
elsashen0529,5分,超棒,景色5,趣味5,性价比5,色彩斑斓的重庆两江夜色！两江分别是长江和嘉陵江，游船夜游是比较传统的一个游览方式，远观洪崖洞是一个主要的景点，晚上的灯光效果好，洪崖洞格外显目,,,,,,重庆两江游好评
当地向导九寨沟前程自助游,5分,超棒,景色5,趣味5,性价比5,不错不错，风景很好，夜景太美了，比在岸上拍漂亮，在四楼风景无障碍，景色最好，可惜座位没有，因为去的晚了，大家要早点到才能抢到座位呵！我买的是夜游加缆车，这个价格比在景区买便宜好多呢！,,,,,,重庆两江游好评
201****270,3分,不错,景色3,趣味3,性价比3,"个人觉得坐船在江上看夜景一般，还不如在岸上看好看。坐船拍照也不如岸上拍好看。两江夜景也就洪崖洞和朝天门有点可以。
158的船票觉得非常不值得。

如果想看洪崖洞夜景，建议步行进入洪崖洞景区参观后，再沿步道走到顶，从千厮门大桥一直走到河对岸，一路夜景已经美得不要不要的，比坐船性价比高，想打卡拍照出片的建议这个行程。唯一的就是要体力好，超级费脚。",,,,,,重庆两江游好评
能不能想走就走,3分,不错,景色4,趣味3,性价比2,"我不是网红，谈不上什么攻略，也拍不来那种滤镜过度的皂片，只希望给普通游客提供一点点个人真实体会，以供参考。
说实话吧，作为游客一名，非常不推荐，实在是朋友非要报个团，套餐里面包含的这个两江夜游，其实钱也是自己出的啦～
首先，码头看得到走不到，重庆嘛，地势关系，明明近在咫尺却远在天涯，要走长长长长长的路；
其次，景观位全靠抢，没有经验只能被宰80块。
上船栈桥上就看有人一路狂奔，一下子还没反应过来，上船才知道顶层景观位早已一抢而空，想有座？呵呵隔壁请，不过，请再付80大洋！
你以为付完钱就可以？nonono还是要抢！
80块说是有水果饮料，其实就是一点点，再加点小包装零食。
最滑稽的是，一旦开船了，门口就没人管了，有人没付钱也照样大拉拉坐进来，那么多之前掏钱的呢？大冲头啰！
总之，景色不错，但游船千万别去，家里有矿随意……",,,,,,重庆两江游好评
心灵宫殿,5分,超棒,景色5,趣味5,性价比5,"如果说重庆的时尚外衣下有着古老的传说，那么朝天门码头，就是这个古老的传说中最为重要的主角之一。几乎没有人不知道重庆的朝天门码头，它是重庆的骄傲，重庆的地标，重庆永不沉没的泰坦尼克号。

在重庆的这一夜，我从解放碑一路散步过来，游玩洪崖洞和千厮门大桥后，一路跟着拥挤的人群，沿江走过来，最后一站就是朝天门广场。在朝天门广场俯看嘉陵江、长江两江汇流，左侧嘉陵江纳细流汇小川，于此注入长江，夜晚更显得神秘。听旁边当地人说，早上朝天门长江和嘉陵江的汇合，因为各自不同的颜色而分外清晰，以重庆人的风趣和幽默，将此景称之为鸳鸯锅。

或许对不同的人而言，朝天门具有截然不同的意义。游客来到这里，只是匆匆过客，欣赏美景之后离开；而作为城市标志的它，值得大家花费更多的时间来慢慢品读。  

旅游小贴士：
建议路线从解放碑游玩开始可以一路步行过来，经过重庆国泰艺术中心，到洪崖洞前不急进去，先走到一旁的千厮门大桥上，感受下高空俯瞰洪崖洞的美景，再回去从洪崖洞顶层往下逛，逛完到楼下路对面，正好拍夜景照，沿着江边一路跟着人流向东走，就到了重庆朝天门广场，看看长江和嘉陵江的交汇口，远望江里美轮美奂的游船，仰视重庆新地标来福士广场，再来一次重庆两江游船夜游，重庆的一夜就是这么精彩纷呈。
朝天门作为水运码头，无论过去还是现在，都承担着重任。如今的朝天门，最多的还是出行的游船，火爆的两江游从这里出发。如果时间提前安排好，来到此处，也多半会选择从这里开始自己的江上看重庆夜景旅程。
朝天门码头游船两江夜游，晚上19：30开始到21：00轮流发船，20：30的游览夜景效果最好。全程2个小时，随到随买票，也可以提前网上订票。豪华游船和普通游船现场分别在朝天门3和4码头买票。
游船分含餐和不含餐两种（均在一条船上，含餐票是利用看风景的时候吃饭），但是有“豪华游船”（比如“金碧辉煌”）和“普通游船”（比如“满江红”）的区别。豪华游船与普通游船含餐和不含餐的价格现在分别的110/80元和98/68元，如果在淡季（比如冬天）会分别下降10~20元。（刚坐完回来，两江夜游比白天美十倍，不建议加钱坐上层包厢，很鸡肋，仅参考）",,,,,,重庆两江游好评
拈花微笑的睿怡,5分,超棒,景色5,趣味5,性价比5,"1.一定要看夜景，灯光秀开始，才漂亮，重庆游的重点就是两江夜游，千万不能错过，在携程订，不要在路边小店订，更规范，我们9点坐完船，2号码头已经不用排队就可以直接上船，而其他码头的人排队仍然很长，说明大码头船多，等待时间短
2.船从朝阳门2号码头，出发，先向东至洪崖洞拐弯，然后再向西至喜来登掉头回来
3.建议9点以后再登船，十一期间人很多，但是那时候就不用排队等待登船了，直接进入上船，最晚一班10：40
4.三层，露天观景，有椅子，加￥80可以去三层船头位置有小吃和遮阳棚
5.二层返程时候有演出
6.持***票时登记的***就可以进入闸机
7.建议可以早点去，到来福士里面的美食街吃个晚餐，然后夜幕下，到朝天门广场绕一圈看夜景灯光秀，最后再登船",,,,,,重庆两江游好评
Hugo的妈妈,5分,超棒,景色5,趣味5,性价比5,没有想到两江的夜景如此美丽，五一节的晚上我们刚刚登上游船的时候天还下着小雨。随着轮船缓缓驶出，两岸的夜景非常迷人，灯光闪耀、五彩斑斓，一座座雄伟的长江大桥映入我们的眼帘，两岸的高楼耸立，风景如画，江山如此多娇！来重庆最值得体验的项目！,,,,,,重庆两江游好评
M14****622,5分,超棒,景色5,,,来出差，空闲时间不多。想去个有特色的地方，首先想到的是两江交汇，很早就听说过，一清一浑，蔚为壮观，还有就是两江夜景。朝天门附近很多地方在修，1号线也只到小什字，重庆又是山城，上上下下的地方很多，导航有时候也不准，还得问。再有就是网上说明的不够详细，对于第一次来的人，搞不清轮船名和码头名的区别。其实就是船有好几家，叫不同的名字，在不同的码头停靠，我坐的是交运的明月，在三码头，订完票会发短信，有个链接会生成二维码，上般的时候扫一下就行。我订的158的vip，有点饮料水果小吃，不过意思也不大，订100的普通票就行。一定要早点去，19:40第一班发，提前一个小时进，排到前面就能占到靠边的座，去晚了怕连座都没有了。第二班就比较晚了，出来路又不好找，所以推荐第一班，正好是昼夜交的时候，两种风景。这个季节正好，不冷不热，又是晴天。,,,,,,重庆两江游好评
磊儿妈,5分,超棒,景色5,,,从携程购买了门票，要注意门票后是否有标注是普通票，普通票进不了VIP，在长江索道下有很多的红色三轮的所谓特色游览车，五元钱，不要坐，会说拉你去朝天门码头，其实是与朝天门的一个所谓的正式售票大厅合伙的，会拉你去那个营业大厅，欺骗你购买158的普通票，如果你这时候说已经有票了，就会把你丢到那里，比之前路程还要远，而且会用非常肮脏龌龊不堪的话辱骂你，千万不要坐这些红色三轮车！！！（在朝天门码头的直接售票处100元可以买，携程128元，票是完全一样的）；游轮有交运明珠类型的（这种的是最新的），有金碧类型的（这个金碧女王好一些，不过可能买票上去后上最上层还有收费），有满江红类型，这个是小型简陋一些的；两江夜游景色非常优美，我们是乘坐的交运明珠，游船行驶非常平稳，我晕车的孩子都完全没有问题，小吃不如小吃街的味道地道，游览结束后可以去坐长江索道，我们来的第一天就进行了此项活动，深感不虚此行。,,,,,,重庆两江游好评
爱旅游的Jason_,5分,超棒,景色5,趣味4,性价比5,强烈建议去坐船游览一下，票价不要从黄牛那买，不要被坑了，最好是朝天系列的游轮，豪华不贵，只要98元.购买渠道携程上就有.可以带点水果小零食去船上观览时吃，最好提前点去，直接上甲板选靠边的位置，拍照神位！！！坐别地拍照全是乱入… 夜景很美！,,,,,,重庆两江游好评
cici,4分,满意,景色4,趣味4,性价比4,"看到有评论说，来重庆不坐游轮会后悔，坐了邮轮更后悔。23333很有道理啊。

我们坐的是金碧皇宫游轮，游轮装修特别土豪，金灿灿的。进了邮轮之后，发现座位很少，根本坐不下，大片区域被围着需要加60元才可以去坐，比较坑爹。

全程大概40分钟左右，会走长江、嘉陵江经过。冬天船上特别冷，大家如果要去的话需要多穿点。不得不说，重庆的夜景真的很漂亮。特别是长江大桥、洪崖洞，简直太惊艳。",,,,,,重庆两江游好评
张小挑儿,5分,超棒,景色5,趣味5,性价比5,重庆到底还是要看看夜景的，同一个地方白天和夜晚真心不是一码事儿～ 晚上的霓虹虽没有上海那么繁华，但却有着自己独特的feel，那份静谧来自江上的游轮，来自不那么过分雕饰的洪崖洞，来自车水马龙的跨江大桥，有机会还是去感受下吧^^,,,,,,重庆两江游好评
M16****261,5分,超棒,景色5,趣味5,性价比1,我们住的是洪崖洞大酒店 洪崖洞大酒店是值得住的  两江游其实去朝天门码头就可以买到了 50元一张就可以了 我们这次自由行就完全被宰了 在一个十分正规的旅行社里买的票 那个旅行社就在洪崖洞大酒店里面开的 开在八楼的房间里面 叫海外旅行社  首先那个店员告诉我们上去的茶水是免费的 然后我们问了不止一遍茶水是不是免费 她说是的 但是上了船之后 船上的人告诉我们没有茶水 但旅行社的回复是从八月份开始没有的 但今天刚刚是八月一号 完全就是被宰的 以后去建议去朝天门买,,,,,,重庆两江游好评
M16****834,3分,不错,景色3,趣味3,性价比3,船票最贵188元，但由于“只缘身在此山中”，只能看到别的船。满街都有代售票的，免费送到码头，接不管，下船出租车不打表，直接要价。有拼车的，10元一位。到船上后等待开船的时间太长！重庆的出租车司机说不如在南岸看北岸，北岸看南岸,,,,,,重庆两江游好评
亲爱的花花大人,5分,超棒,景色5,趣味5,性价比5,重庆的夜景是重庆一绝，景色非常震撼惊艳，晚上坐船游两江，在朝天门码头上船，景色迷人只是交通非常混乱，买了船票只负责载去码头，不负责接，不认识路出来了乱兜路，好在有滴滴打车，谢了司机大哥，这么远来接。,,,,,,重庆两江游好评
林夕VS嘎嘎,4分,满意,景色5,趣味4,性价比4,这个季节去晚上轮船有点冷，但是夜景折磨你很棒，带相机来绝对值得，票价199但是江边买票非高峰期很便宜，50元就可以买到朝天宫号，重庆夜景花重资打造值得的。,,,,,,重庆两江游好评
天热干点啥,5分,超棒,景色5,趣味5,性价比5,两江游还是非常不错的，看看重庆夜景，很美！建议乘坐！提个小建议，携程两江游留的导航地点是游客中心的，离实际上船地点二码头还很远！建议把导航地点变更下，直接留二码头的导航地点！这样不跑冤枉路！,,,,,,重庆两江游好评
_WeCh****146095,5分,超棒,景色5,趣味5,性价比5,"重庆两江游是指乘坐观光游船，夜游长江和嘉陵江。从朝天门码头出发至黄花园大桥，调头至两江交汇处，再到喜来登酒店附近后返回朝天门码头。航程约20公里，游览时间约60分钟。 两江游”是将重庆的山水与重庆夜景相结合而成为城市名片，重庆的夜景是全国三大夜景最
蕊心有所属
赞
TA们说完了，我也要说
“不览夜景，未到重庆”。重庆两江游是指乘坐观光游船，夜游长江和嘉陵江。从朝天门码头出发至黄花园大桥，调头至两江交汇处，再到喜来登酒店附近后返回朝天门码头。航程约20公里，游览时间约60分钟。",,,,,,重庆两江游好评
骄傲的恺妈,5分,超棒,景色5,趣味4,性价比4,到了重庆二江夜游还是值得一去，最好是晚上第一班7:30的，我们6:40上船了，提前到了顶层中间免费区域找了凳子靠着栏杆，非常好的景观，前仓后仓靠江边的需加钱40元，60元不等。实际开船时间是晚上8点，为了等天黑而延迟的，因为二江游要天黑灯亮才好看，游船公司这点做得不错，值得一赞。微风徐徐，游船慢慢的开，二江星光璀璨，美景尽收眼底，不错的。游一趟时间是50分钟左右。下船时看见第二批等待上船的人密密麻麻，二边的队伍看不到尾，想想还是淡季就这么人多，也幸亏自己上了第一班，不用辛苦排队，上船还得去抢座船票的价格是别人帮买的158元一张，但看到别人的价格参差不齐，也有100元买的，同一仓位的，反正难得来一次，也不在乎了。总之到了重庆二江夜游还是值得去的，游完去吃晚餐正好,,,,,,重庆两江游好评
孤烨,5分,超棒,景色5,趣味4,性价比5,来重庆一定要看看重庆的夜景，看夜景最好是夜游两江，真的是超美。在携程上看的点评说50元就能拿到最好的船票，然后一边往码头走一边还价，在第四个卖票的那里最终搞到70块一张，看情况貌似不会再降了，说是早就涨价了，只好成交，上船最好早点可以去三层露台占座看夜景方便，三层船头的露台是40元每人，二楼好像是80，总之只要是好的观景点肯定不是免费的。我们是在一层透过玻璃看，一楼凉快还没什么人，到好看的景就去三楼露台拍几张，然后下来坐，总之很值得。,,,,,,重庆两江游好评
我叫章四,5分,超棒,景色5,趣味5,性价比5,我个人觉得这个还是比较惬意的一件事情，游船很豪华，晚上吹着江风喝点啥再吃点啥，这样呆一个小时那叫一个爽我并不是很会拍照，但是重庆的那片的夜景真的很美，就连还在施工的地方晚上都会打开彩灯看起来就是那么自然！完全没有办法啊！,,,,,,重庆两江游好评
雅若贝拉,5分,超棒,景色4,趣味4,性价比4,在当地售票处买的朝天门传票158一张，座位是单独的木椅子，有桌子，二楼人也不多。三楼可以看表演，跟香港天星小轮，上海黄浦江的游轮比起来，这个性价比很高。夜景很美。,,,,,,重庆两江游好评
well008,5分,超棒,景色5,趣味5,性价比5,迎着初春的暖阳，春节假期的最后一天去乘坐了大竹林到朝天门的游轮。一个半小时的时间，20元一人的票价，嘉陵江沿途的风景，此行性价比非常高。这里要表扬一下携程。现场买票排队，微信订票不到，还是携程最方便，瞬间就把票买到了，而且马上就能上船。为携程点个赞！,,,,,,重庆两江游好评
奥新军,4分,满意,景色4,,,"重庆，嘉陵江和长江在此交汇。白天站在朝天门码头一眼望去，江水一清一浊，泾渭分明，蔚为壮观；夜晚已经看不清清浊分明的江水，但渝中半岛及江北、南岸两岸流光溢彩，璀璨夺目，更加体现出重庆这个魔幻之都的风采。所以到了重庆，没有不体验一下两江夜游的道理。

朝天门码头，甚至是市区的景点，都有两江夜游门票出售，价格从50到几百，不懂其中规则的可是不敢买。最后通过携程购买了满江红号，价格算便宜的，但游船装备肯定就赶不上那些上百的！不过风景都是一样的，并不会因为价格不同而打折

要看风景，一定要到顶层（三层）。漏天的，风有点大，但两江两岸的风景和灯光满眼都是。洪崖洞，长江索道，大剧院，一棵树，南滨路，都历历在目…三楼还设有雅座，可以坐着看风景，但是要自掏腰包呀！1个小时很快就过去了！下船时还有船模售卖，非常便宜，喜欢的可以入手。

整个旅程非常满足。要吐槽的是取票环节。其实满江红号不需要取票，直接凭短信中的链接点开的二维码，刷码上船。但码头工作人员不知道二维码是短信里链接产生的，我自己在没点开链接前也不知道有二维码产生，为此跟验票员争执了半天。其实携程提示一下游客使用短信链接产生的二维码直接登船就好了，不用到处问哪里取票。希望我的经历可以帮助到其他游客。",,,,,,重庆两江游好评
lxy****988,3分,不错,景色5,趣味2,性价比3,"门票：铺天盖地的黄牛，我是码头外集散中心买的，我买的时候问了上船是否加钱，集散中心说不要的，黄牛的票才要加！！！！
注意注意！！！都是骗纸！！票价你自己看，不放心的集散中心买，在不放心的，进入码头，船边上买才是正宗的，如果黄牛买，票是一样的！

上船后加价问题：我做的是7点半的交运金碧系列，集散中心优惠价108元，黄牛没谈价的时候开98。加价是什么呢？二楼船头，三楼船头露天是最好的观赏点，还有室内有空调，加价50元一位，你可以买好最便宜的票，上船看情况加价，加价进去有一些茶水小吃水果，不交钱的，等开船就不能进入，除非你付钱。2楼室内有空调也不开的，否则怎么凸显出加钱能享受空调的优势捏——

船上娱乐：我是2月份玩的，号称2楼室内有表演，啥都没的！！就自己玻璃左右看看风景吧！

建议：天冷下雨情况下，买好票，上2楼室内先占个靠窗的好位置，左右都无所谓，船是兜圈的，都能看到洪崖洞和其他景色。然后再去付钱地方看看，酌情考虑是否要加钱。

景色：晚上的确挺好看的，如果冲着美景美图，那就去吧，起航马上就到洪崖洞了，不要错过！",,,,,,重庆两江游好评
旅星人,3分,不错,景色4,趣味3,性价比3,实话实说买两江游的船票最好在现场买黄牛的票，大概六七十就能搞定，坐船的话一定要坐金碧系列，船最大最豪华。上船时尽量走到前面，因为船上作为有限，靠船边的座位更是有限，要不然只能一直站着。两江游全程大概一个小时多点，能沿途欣赏到重庆的夜景，在南山一棵树鸟瞰过重庆夜景的，这会再在船上欣赏也是别有风味。返航途中楼下船舱会有表演，比较一般，不想看的人也可以继续欣赏重庆夜景。,,,,,,重庆两江游好评
M49****833,5分,超棒,景色5,趣味4,性价比5,坐船夜游毕竟是不同于坐车，全程一个小时左右，可以慢慢领略重庆的灯火辉煌！我选择七点朝天门开游船，6.30左右就可以上船，一定要提前过去占领有利位置，船顶层在室外温度低，冬天记得多穿点，二楼在室内光景效果没有顶层好,,,,,,重庆两江游好评
183****7266,5分,超棒,景色5,趣味5,性价比5,且不说两江夜景。重庆的夜景本来就很出名。所以选择晚上游两江，就是太冷了，一月份去，坐在穿上被冻的没法呼吸，江风很大。但延江风景太美，也就忘却了寒风刺骨的冷，加上人很多，大家都被两江的景色所迷惑，在这种惊叹欢呼的气氛中更加觉得两江夜景美如画。,,,,,,重庆两江游好评
泰坦尼克号,5分,超棒,景色5,趣味5,性价比4,两次去重庆都坐了长江夜游，夜景绝对满分，一次是最便宜的满江红，一次是最贵的金碧皇宫，游船再漂亮也是给别人看的，设施再好也是要另收费的，没必要选择最贵的游船,,,,,,重庆两江游好评
飞翔的房屋被仙女带走,5分,超棒,景色5,趣味5,性价比5,解放碑的凝重与浪漫，朝天门的激荡与磅礴，洪崖洞的层叠与气势，朝天宫的旖旎与迷幻，迂街弄巷的美食与爱情，家庭旅馆的休闲与故事，汇集成了一副巴渝美丽的画卷！,,,,,,重庆两江游好评
旅行者之梦,4分,满意,景色4,趣味4,性价比4,记得买票买最便宜的68块的，朝天门码头出发一个小时来回，所谓的船头和其他消费区个人觉得没必要，船的两侧可以观看和拍摄到所有美景，趴在船边吹吹风一样不错。,,,,,,重庆两江游好评
ylin,5分,超棒,景色5,趣味5,性价比5,洪崖洞原名洪崖门，是古重庆城门之一，位于重庆市渝中区解放碑沧白路，地处长江、嘉陵江两江交汇的滨江地带，是兼具观光旅游、休闲度假等功能的旅游区[1]。以其巴渝传统建筑和民俗风貌特色而被评为国家AAAA级旅游景区。2006年，由重庆市人民政府总投资3.85亿元兴建而成[2]。,,,,,,重庆两江游好评
