user_detail_name,text,text 2,text 3,text 4,text 5,content_wrap,iplocation
SAESH,5分,超棒,景色5,趣味5,性价比5,这个8字环摩天轮是非常值得去打卡的。携程上定价格非常优惠。大概人均50。现场100。不是节假日去的话，排队的人不算特别多。不要被排队的人群吓到。工作人员说可能要一小时的，结果我们排了30分钟。上去以后景色非常美，一望无余。最赞的是，工作人员非常友好。我们才两个人，就包了一个舱。无需加钱。虽然也看见有些家庭是另外加钱包仓的。,IP属地:上海
匿名用户,5分,超棒,,,,在Ttip平台可以购买优惠的票价，且到了新濠影汇3楼只要拿出电子凭证就可核销入场，若遇节日活动需排队等待，之后乘坐电梯到了23楼顶就可准备搭程8字摩天轮，绕完一圈大约是18分钟，视野很棒，两侧都能见到澳门市景，前端脚底下还有透明区域能俯瞰到最下方，推荐来澳门旅游可以安排一趟摩天之旅,IP属地:未知
e05****38,5分,超棒,景色5,趣味5,性价比5,澳门的大楼都好气派，酒店金碧辉煌金光闪闪的很豪华哦。摩天轮上看风景也非常棒的，一家人一个厢很好哦，对于不怕恐高的我们一家来说一点也不怕哦，还很兴奋，虽然坐过很多别的地点的摩天轮，但是还是觉得不同风景真是不同感觉,IP属地:广东
小奇奇,5分,超棒,景色5,趣味5,性价比4,总体来说挺好的，很震撼，很不错。唯一的不足就是服务方面，售票亭的大姐似乎很不愿意让我们用携程购买优惠票，过去问她能不能用携程这个，她说他们不接受第三方，他们卖票就是100澳门元一个人。我看携程随时退，就先买了直接去入口试试，很顺利就扫码进去了。还是很好玩的。除了售票亭的大姐之外，总体感受很好。,IP属地:广东
_GG4****4501,5分,超棒,景色5,趣味5,性价比5,"Wonderful to see the view up there, the staff are so nice and friendly. My mother enjoy the reel suitable for kids and seniors want to ride. Moving reel slowly to enjoy the rest of the view. The price are affordable. Thank you trip. Com for the discount price. Godbless",IP属地:中国澳门
_WeCh****00845,5分,超棒,景色5,趣味5,性价比5,旅游打卡还是值得一试的，晚上去的，需要排队了，轿厢很大，两个人随便走，拍了一些照片，不过因为晚上光线问题，周边又在建设，成像不是太好。建议想拍照的白天去，想赏夜景的晚上去，当然摄影技术专业的也可以晚上去边欣赏边拍。一圈也就十分钟左右，很快。,
65****705,5分,超棒,景色4,趣味4,性价比5,8字摩天轮和蝙蝠侠是是新濠影汇的两项必到项目，小妞亲点了8字摩天轮，现场买是100澳门元，折合人民币是83元左右，携程才49元，果断下单，由于疫情的原因，所以并不是太忙，基本上到场就可以乘坐。无需换票，直接刷二维码领取，街道在3楼进入是要和检票说，我想多座几次的，让他在你手上改荧光戳，那就理论上在当天开放时间内无限次乘坐（再次乘坐时照一下戳就可以了），我们就座了2次，白天一次，和夜晚一次。,
菲儿妈妈,5分,超棒,景色4,趣味5,性价比5,"包厢，翻跟头都得。检票姐姐在我手上盖了个荧光戳，可以多次进。不过，一次也就够了。没啥景观。其他车厢里都是下午茶的，可以坐很久。49元人币携程买的，便宜。正价100澳币，住客8折。
站在玻璃地面上拍照，腿抖，真的。",
爱旅行的鱼子酱,5分,超棒,景色5,趣味5,性价比5,八字摩天轮是澳门的地标之一，差不多位于澳门相对靠南的地方了，晚上夜景挺美！摩天轮入口在大楼三层，每天晚上八点截止，七点半是进入的截止时间。摩天轮转一圈其实挺快的，原来以为一个球里是一对情侣或者是一家子，实际上是很多不认识的混在一起[笑哭][笑哭][笑哭]我们这个球有3对，有可能是接近尾声的关系，人少就不会了。高空景色还是不错的。,
无语的风16,5分,超棒,景色5,趣味5,性价比5,澳门。影汇之星8字摩天轮：在澳门的金光大道上，一座高130米的摩天轮—8字摩天轮，它是全亚洲最高的摩天轮。是综合性娱乐休闲度假村“新濠影汇”的标志。摩天轮雄踞在度假村两栋“双胞胎酒店”中间的顶楼，拥有17个以“朋克”为主题的座舱，每个座舱可容纳10人，每次围绕独特的“8”字形轨道运转需要15分钟以上，为乘坐“影汇之星”的游客带来惊奇美妙的旅程。,
杂志狂人,5分,超棒,景色5,趣味5,性价比5,"来澳门玩，除了去各大娱乐场娱乐，还可以去看看各大极具特色的建筑，位于新濠影汇酒店的8字型摩天轮就是其中之一。 这座摩天轮高达130米，8字型的造型新颖奇特，颇具创意。

耸立于两座酒店大楼之间摩天轮，设计概念源自好莱坞巨制的震撼场景，两个圆环恍如两颗炽热行星冲击大楼外墙，留下了一个近乎完美的“8”字。观赏和乘坐8字型摩天轮首选晚上，可以在摩天轮内坐赏澳门美丽的夜景。

“影汇之星”有17个复古科幻为主题的观景厢，每个包厢可容纳多达10人。

坐一圈摩天轮需要耗时12分钟，坐在摩天轮上，澳门美景尽收眼底。

游览这个景点建议提前在各大旅游网上购买票，比现场购买便宜不少。",
M19****174,5分,超棒,景色5,,,比现场预定便宜了不少，不过没有儿童的特价票～服务人员也特别好，不认识的人不用挤在一个仓里，避免了和陌生人相处的尴尬～8字真的很有创意，是按照两个3字行驶，孩子玩的特别开森，说下次还要来～如果下次出电子票能再快点儿就完美了！,
Helen Min,5分,超棒,景色5,趣味5,性价比5,住在新濠影汇当然要去体验一下了，现场100葡币，携程49元人民币，出票非常快。坐一圈大约15分钟，一个轿厢可容纳8-10人，疫情期间游客少，我们两个人包一箱。傍晚时分景色非常棒，值得推荐！,
游游2122,4分,满意,景色4,趣味4,性价比3,景色很美，可惜时间短了点。4个人一个包厢，一路工作人员的服务很好，很热情。买的是旅行社的套票，还有一份旅游餐，提供旅游餐的店家服务真不好，让人很不爽，宁愿花钱吃吃算了。,
philipzk,5分,超棒,景色5,趣味5,性价比5,影汇之星8字摩天轮位于澳门氹仔新濠影汇内，独创的8字形设计，是新濠影汇的标志。乘坐摩天轮可以俯瞰澳门氹仔的美景。票价100澳门币，住店客人8折，不过在携程上订更便宜！,
Raul888,5分,超棒,景色5,趣味5,性价比5,新濠影汇的八字摩天轮，建议晚上去玩比较漂亮，夜景非常的赞。门票现场买是100澳门元一人，携程上提前买好比较合算。也可以买水舞间的套票。一百多米的摩天轮还是蛮刺激的，看着氹仔的夜色非常棒。,
匿名用户,5分,超棒,景色5,趣味5,性价比5,住葡京人～问了工作人员，说过去只要10分钟左右，所以当天很定心的7点出发了！从酒店对面的小路，经过轻轨，问工作人员，他说坐一站去莲花口岸下，就到对面的新濠影汇了～要不然还得走好久。6mop一人～随即买票进站，下车到达新濠影汇，里面没有明显标识，商场也大，工作人员不多，还有个不负责任的柜员在摸鱼，随手瞎指，差点让我们走了冤枉路。最后8点前一路小跑，赶上了！携程购买的电子票很方便，机器扫码过后就上电梯到23楼（应该是）。摩天轮不错的，个人觉着不吓人，建议坐一下体验一下！,IP属地:中国澳门
Snowa,4分,满意,景色5,趣味4,性价比3,"高楼上的摩天轮🎡，先到三楼购票入场，乘坐电梯上楼，再排队做摩天轮。所以摩天轮虽然不大，但是视野特别好。
仓里空间也很大，也不要求坐满，家人朋友2-10+人均可独享一个箱。
基本每隔2节就有一个是小黄鸭箱，这一节是需要买一个更贵的票才能乘坐的。

Tips：票在*团&quot; class=&quot;highlight-normal-bold highlight-green-bold&quot; data-highlight-id=&quot;from_error_text&quot;&gt;携程等平台上买便宜一点。

图片无修（主要是懒得修）。",IP属地:广东
Q Gun,3分,不错,景色3,趣味3,性价比3,"老实讲蛮傻的，哈哈哈，摩天轮其实都蛮傻的。这个澳门的8字摩天轮唯一特别的地方就在于它是8字型的吧，而不像普通摩天轮是圆形的。

网上提前买了联票去的，价钱还可以，就3-50块吧，想着看看澳门的夜景。

周日晚上过去的，关门时间是21:30，平日是21:00，夜景也就这样，摩天轮转的时间也蛮短的。

就是拍拍照，新鲜一点，也不贵，就这样吧。不用跟人share，私密性很好。",
xin1188,5分,超棒,景色5,趣味5,性价比5,天气好的话，蛮有意思的，携程购买的话也优惠，随买随用，非常方便。进门也会和其它景点一样给你们合照之类，出来可以自主选择要不要带走照片等，正值新春到来之际，还有祈福活动蛮好的。,IP属地:上海
心似白云意如流水,4分,满意,景色4,趣味4,性价比5,很难得一见的8字摩天轮，但你在外观看去觉得不错，但搭乘就一般了，首先风景是一般的，和巴黎铁塔相比，其次是时长和别人转一大圈比也是较短的。当然相对就价格便宜点就60、70一人左右，排队也不算要很久,IP属地:广东
秦健[QinJian],4分,满意,景色4,趣味4,性价比4,由于去的是三月底，又是晚上，周边没有什么夜景照明，所以感觉效果不是很好，如果白天去的话，可能要好很多，或者五一过后水上项目开放后再去。,
free_zihang,5分,超棒,景色5,趣味5,性价比5,新濠影汇的这个摩天轮，在去澳门之前就已经有所耳闻。当真正登上去以后，那种感触还是很深刻的。130米高空的摩天轮，感觉很刺激，很过瘾。,
M43****753,5分,超棒,景色5,趣味5,性价比5,因为之前看电视剧，冲上云霄，有看到这个8字摩天轮，便赶紧过来体验了一下，还是蛮独特的感觉，毕竟一直坐的都是大圆形的摩天轮，视野效果不错，是在楼中间的,
_M13****0325,5分,超棒,景色5,趣味5,性价比5,携程购买的电子票非常方便，三人的价格也比较合理。七点二十左右到，人不多，新濠影汇看着好大气，八字摩天轮一圈下来十几分钟，有些黄鸭的专座，但几乎没有人坐。总体是满意的。,IP属地:广东
闲看庭前花开花落sunny,5分,超棒,景色4,趣味5,性价比5,澳门特色景点之一，网上订票价格不贵。8字摩天轮从下面看很漂亮，人不是太多，排队一小会儿。景色倒是一般，有一面还是工地，建设中。我们白天坐的，不知道晚上会不会更好看。,
Arrow_,4分,满意,,,,"和家人一起到中国澳门旅行,我们参观了金卷,很漂亮,在那里体验很好!",IP属地:未知
sailing-412,4分,满意,景色5,趣味5,性价比4,评论里视频传输两次不好使，照片传输很快，8字轨道转一圈5分钟，景色不错，排队人很多，14：00开始，提前了20分钟到，排2号，和另一对母子一个车厢，相互拍照，愉快分享。hello kitty 需要专票，网评儿童不要票，都是胡说，其实是怀抱婴儿不要票，现场买票100mop一张，网票99两位，不知道还能现场买票，无意间省钱了。,IP属地:广东
天地散仙,4分,满意,景色4,趣味4,性价比4,原价100葡币有点贵，xc双人电子票，价格优惠，扫码进去方便，值得一去。晚上8点结束，人多就拼厢，这次是3组拼（6个人），正好轮到里面有个小黄鸭，算有安慰。酒店3楼扫码入场，电梯到23楼等待入厢。胜在新颖。,IP属地:上海
cindyfong.,5分,超棒,景色5,趣味5,性价比5,一个新的体验，可以看到水世界全貌，高空看风景，我感觉应该夜景更漂亮，下次再去时，改晚上去，但这个8字摩天轮太早就下班了。,IP属地:福建
好好吃呀,5分,超棒,景色4,趣味5,性价比4,去的时候摩天轮没什么人，整个新濠影城里面很萧条的感觉…摩天轮坐进去很稳，一点不晃动，由于前后的地块都在进行建设，所以景色其实不是很好，远眺还不错，傍晚时分看看落日。等那些施工建筑都造好之后应该会更好看,
M30****9134,5分,超棒,景色5,趣味5,性价比5,使用方便，直接刷码就可以进，省时又省钱,IP属地:云南
徐徐霞客Rr,4分,满意,景色5,趣味5,性价比5,影汇之星8字形摩天轮位于澳门新濠影汇三楼，这种的摩天轮我是第一次见。那一次去坐这个摩天轮是晚上，晚上人超级多，好像排了两个多小时才排到。不过在上边无论是拍照还是看风景，都是绝佳的,
lee_jack,5分,超棒,景色5,趣味4,性价比4,澳门新城区很有标志性的一个地标建筑。其实也是一个酒店娱乐商场餐饮的综合体。这个巴士摩天轮呢，是到中午12点以后才开始营业的，早上没得玩。收费的，稍微注意一下。,
赵婧伊,4分,满意,景色4,,,很值得体验一下，在下面看感觉很高，老公不敢坐。我跟儿子两个人来玩，上来以后发现真是超安全的。比一般的摩天轮还安全。然后能看到比较远的景色。唯一遗憾是头天晚上没赶上，错过了夜景。,
天诚之行,5分,超棒,景色5,趣味5,性价比5,比现场买方便又便宜哦！三楼直上电梯，下午人不多，两三个人都可以包厢，态度好，走的时候还可以买8字形状的新濠相机纪念品，地下美食天地超方便，拍照打卡超正。,IP属地:广东
M80****7621,5分,超棒,景色5,趣味5,性价比5,适合带孩子去水上乐园，一天随便玩,IP属地:四川
璐璐女生,5分,超棒,景色5,趣味5,性价比5,"可以提前预订，在上面可以吃下午茶，新的体验娃们感觉很好。
轿厢的地面是镂空的。下面是个花园，买完票进入的时候会在手背的位置按个章，凭章可以当日无限次进入",
_WeCh****49578,4分,满意,景色5,趣味4,性价比4,值得一去，因为底部是透明玻璃的到达高处以后看起来相当刺激，胆小者勿入，俯瞰酒店花园景色很美，本人觉得时间上有些短，不够过瘾😜️,
M26****2604,5分,超棒,景色5,趣味5,性价比5,提前在携程买了8字摩天轮的门票，优惠很多，去的那天排队的人有点多，室外还是挺热的，最好撑了伞。一圈时间不长，拍照还是挺出片的！,IP属地:上海
一杯水手的爱恋,5分,超棒,景色5,趣味5,性价比5,天黑前去，运气不错人很少，非常平稳，高处鸟瞰澳门繁华尽收眼底，非常不错的体验，大家玩得都很开心，酒店住客可以享受折扣，非常棒,IP属地:中国澳门
中西南北东,4分,满意,景色4,趣味4,性价比4,"新濠影汇酒店摩天轮
开放时间：12:00-20:00
售票处：新濠影汇酒店3层。代理网站提前预订有优惠。不过看景色本人觉得在下面看跟上面看差别不大。",
金色闪光821015,5分,超棒,景色5,趣味5,性价比5,从外观看，这个8字摩天轮真的特别吸引人，灯火辉煌的，特意等晚上才去的，因为能看到晚上开灯的美景，孩子开心的不得了，在没去澳门之前，就对8字摩天轮有所耳闻，去了之后真是名不虚传，太美了。,
