user_detail_name,text,text 2,text 3,text 4,text 5,content_wrap
qiuxg35,5分,超棒,景色5,趣味5,性价比5,一楼的鼎泰丰真是太棒了，不虚此行，在顶楼有望远镜，让我感受到了成熟悉景点的魅力，从五楼进到到购票处，有现金及贩卖机二种购票方式，来一趟感受一下，有个视频室可以播放盖楼时的情景！感叹！！还有一个露天平台可以观察看室外景色！
gary  liu,4分,满意,景色5,趣味3,性价比3,101大楼号称是全台最高的大楼，有世界上最快的电梯。乘兴而来败兴而归，其实没啥大的感觉，就是在楼上看了看台北，站在大楼的顶部，看台北，有种一览众楼小的感觉！楼里有很多卖台湾特产及珊瑚的店，感官不好！从楼上看台北，自我感觉比上海差远了！呵呵
人鱼小公主🧜‍♀️👸,5分,超棒,景色5,趣味5,性价比5,台北101大楼，真的值得去，一定要去，尤其带孩子的朋友们😜👍摩天大楼处处有，这并不是我强烈推荐的理由，而是，完全开放的最大的风阻尼器😜👍
圣吉米尼亚诺伊尹,5分,超棒,景色5,趣味5,性价比5,台北101大楼（Taipei 101 building），前名台北国际金融中心（Taipei Financial Center），又名台北101、台北金融大楼，位于中国台湾省台北市信义区，坐落于台湾省台北信义区金融贸易区中心，其东临信义广场，北依信义21号公园，西近富士洋行，南靠台北捷运信义线。
乐心0826,5分,超棒,景色5,趣味5,性价比5,"台北101，台北的地标，每晚会发出不同颜色的灯光，台北市民只要在晚上看一眼101就知道今天是周几。高层是办公楼，矮楼是商场，各种大牌，逛起来很爽，银联还会有各种活动。
       101上面还有好几家餐厅，我们每次都会去35楼的星巴克，需要提前预约，喝着咖啡，风景很美"
M30****1190,5分,超棒,景色5,趣味5,性价比5,为了避开人群，我们早早的去了那里。我们可以在早上9点开门的时候尽享平静的美景。从中央车站乘坐淡水/红线到达那里，在台北101站下车。画廊和排队的队列位于5楼。 最短需要1小时或更久。 著名的鼎泰丰位于一楼也值得一试。
Tom Hung,5分,超棒,景色5,趣味5,性价比5,台灣第一高樓，由一棟101層高的塔樓及5層裙樓構成，塔樓有眾多國際著名企業進駐，裙樓則是高檔的購物中心，匯集世界各地知名品牌，能夠滿足旅客需求。鄰近信義新天地，透過天空陸橋相串連，使購物旅客能安全快速的在各商場內移動。
Raul888,5分,超棒,景色5,趣味5,性价比5,登上台北的标志性建筑，曾经的世界第一高楼台北101大楼。可以从各个角度，俯瞰整个台北的景色，晚上看灯火通明的整个台北市，非常壮观。坐电梯到89层观景平台只需要37秒，不愧为速度最快的电梯，还有世界上最大的阻尼器，当时也是创下了多项世界第一。每年的101跨年烟花表演也是台北固定的跨年节目，非常漂亮。
M33****9626,5分,超棒,景色5,趣味5,性价比5,在台北住了这么久，没有想到，从上面看台北可以这么美。 运气超好的，因为当天天气万里无云，眺望极远之处，再次感动台北的美好。当然上面可以拍照，建议花一点钱拍张特殊照片，值得纪念喔!
资深肉包子,5分,超棒,景色4,趣味4,性价比4,"台北最具代表性的建筑101大楼
总高度509.2米，是台北城市里的“小巨人”。89楼的室内观景台，360度的落地大玻璃，可以看到整座城市的样貌。
尽量避开游客高峰时段，不然排队排到脚软ಠ_ಠ"
M56****290,5分,超棒,景色5,趣味4,性价比4,作为台北的标志性建筑，当然要上去看看，游客很多，但都很有秩序。全世界最快的电梯果然不是浪得虚名，超级快。到达观景台不会觉得害怕，周围都有玻璃，可以看到台北的夜景。
Bobakitty888,5分,超棒,,,,"台北市中心绝对令人惊叹的摩天大楼。第一次来,绝对值得乘坐电梯到山顶,但从台北附近景点的景色也很美。很棒的美食广场和豪华和中档商店的选择,您也可以在这里购买限量版星巴克杯子!"
Mick97,5分,超棒,,,,"在台北,只需一個必看的是令人印象深刻的台北101。门票很容易得到,不需要提前,而且很容易上。景色很!!"
Shah Lee,5分,超棒,,,,"爱这个!多么惊人的“旅游陷阱”。从上面去看台北,它也很有教育意义,因为我们将了解在这个容易地震的岛屿上保持建筑稳定的惊人的建筑和技术。 

强烈推荐这个。"
过年不回家,5分,超棒,景色5,趣味5,性价比5,"台北101大楼还是值得一登的，不过要确定好天气状况，再决定要不要上去。天气太差了，在上面看不到什么景色，完全被雾笼罩。
101有点很人性，票上会有上塔的时间，而且是个时间段，都不用在那儿一直等着，到时候再过来就行。
如果有时间，去象山看101还是很不错的选择。"
M30****6151,5分,超棒,景色5,趣味5,性价比5,门票还挺贵的，儿童稍便宜一些。为省力直接网上手机定了票，到了五楼入口凭二维码兑换即可。到达89层室内观景平台的时候已经9点多，距离营业结束不到一个小时，人流已经很少，可以随意地欣赏360度的台北夜景。
M36****7502,5分,超棒,景色5,趣味5,性价比5,换票时，工作人员会询问你上楼的时间段，你只要在那个时间段过去上楼的地方排队就好了，不用一直在那里排着，每个时间段好像是有人数限额的。当然人还是很多，但是总体说来还是控制得很好的，流动不算慢。值得一去！
M35****3126,5分,超棒,,,,虽然101已经落成相当久一段时间，但是景观台的价格实在是让人望之却步，这次机会难得推出101元的特价方案，说甚么也要来看看台湾最高楼的风景，经过了长长人龙的购票和等待上楼电梯更长的人龙，终于抵达并且一饱眼福，景色真的很棒，推荐大家来赏景。
M51****565,5分,超棒,景色5,趣味5,性价比5,大厦87楼至91楼之间装有调谐质量阻尼器以稳定大厦，减缓强风造成的移动。游客可以去88楼近距离观看阻尼器。你可以在观景台楼层找到纪念品店。去台北101大厦很方便，可以坐地铁到台北101/世界贸易中心地铁站下车前往，或是乘坐的士或是巴士前往。
orany,4分,满意,景色4,趣味4,性价比4,"到台北，若是不去101那就不算来过台北，就好像北京的长城，东京的天空树，巴黎的艾菲尔，纽约的帝国大厦，里约的基督山一样

这座曾经是世界第一高的大楼，如图腾般大量出现在有关台湾的一切宣传物上，台北地标之一，总高度达508米，结合证券、金融、商业活动与娱乐"
狄波,5分,超棒,景色5,趣味5,性价比5,好玩儿的地方哦！历经3次风雨雾天气才成功上去参观，很有意思。携程买的门票也很方便啊！都在一个购票通道排队。第一次去的时候，因为天气原因，观景台关闭了，工作人员说可以选择换时间再参观。不用担心和购票时约定的时间不同…这样就很人性化哦…可以在有效期内的任何时候去参观。
泉州吃透透,5分,超棒,景色5,趣味5,性价比5,今年台湾旅遊前去的一处景点。位於台北信义路，景点非常雄偉状观漂亮，美丽。在最高层向下望去景點，高楼大厦印入眼帘，暑假8月带孩子去见识，里面还有不少状观美麗景观，球状环绕很状观。还有印章留念。值得一观。很大。
月之舞舞之月,5分,超棒,景色5,趣味4,性价比4,看过了上海的上海中心，看过了纽约的帝国大厦，再来看台北101会感觉这几个地方都是如出一辙。如果以前参观过类似的地标建筑，完全可以不用去了。当然如果你以前不曾登顶过这样的建筑，还是强烈建议在华灯初上的时候登顶一览。45秒时间，就把我们从5楼搭载到89楼，电梯的平稳顺滑还是很令人惊叹的。楼上的88、89、91三层可以参观。上行电梯到达89层，这一层是360度室内观光台。在这里，请不要着急，慢下来慢慢赏。或坐或立或品茗，从夕阳西下看到华灯初上，这是一天中最精彩的部分！之后，走楼梯上91层。这一层是室外观光台。因为我们到的季节是冬季，所以室外的观光台冷风习习，忍受不了就草草拍了几张照片回室内了。最后是88层。这里有一个叫风动球的大家伙，据说这是世界上唯一能参观的风动球，不要错过机会啊！最后要强调一件事：参观顺序一定是89-91-88。因为下行电梯在88层，所以这样可以少绕圈圈，省些脚力吧！
西西是我,5分,超棒,景色5,趣味5,性价比5,非常值得参观的景点 全台北最高最醒目的地标建筑 外型似竹子 即使在猫空 天气好的时候也可以一眼看到 观景台位于89层 88层有展览阻尼球 这个是高层建筑里唯一公开展示的 登塔票成人600 很多人四五点过去 可以看到白天和傍晚时分的景色
fly_me_to_the_moon,5分,超棒,景色5,趣味5,性价比5,"tpe101台北最標誌性的建築，手信店裡的紀念品上幾乎都會有101。
這一次來真的是遠觀了，後悔沒和它合影，講真真的沒找到合適的拍照點，六年前我是怎麼做到和它合影的呢？
大包小包走得超累，才走到辦公那塊區域，最後還是選擇去信義商圈逛街了哈！"
大姐小露開心果,5分,超棒,景色5,趣味5,性价比5,"說到台北的地標
101大樓
可是當仁不讓

地上101層
地下5層
B1至4層是購物中心
匯集世界頂級鐘錶品牌
奢侈精品
和設計師品牌

服飾珠寶
彩妝配飾
都與全球潮流緊密同步

4層都會廣場
人潮擁擠
不論是品嘗米其林三星的美食
或是閨蜜們悠閒的下午茶會
氛圍
菜色
都絕對滿足每個人的標準

88這一吉祥樓層
裝有「定樓神球」—風阻尼器
其作用
是通過吊裝在建築物內中上部
幾百噸的大鐵球
減少樓體的晃動
來達到抗震的目的

順道遊多媒體影音走道-台灣之美
可縱覽台灣著名景點
日月潭
墾丁
阿里山
玉山
北投溫泉
與
歷年台北101跨年焰火照

89樓
是大樓內部觀景台

絕佳的觀景視野
360度無死角的遠眺新北群山
與大台北如春筍似的石屎森林

台北101大樓的跨年煙火
是每年辭舊迎新的大禮

數十萬人在現場觀賞
透過螢幕直播
讓遠在海外的遊子們
以最激動的心情
向它問好

台北101 
以美麗如昔的身影
傳送國家新年的祝福

我愛台北101～"
岁月安放,5分,超棒,景色5,趣味4,性价比4,台北101由建筑师李祖原设计，2010年以前，台北101是世界第一高楼高508米，由于台北市的城市建筑还大都保留在七八十年代的规模和风貌房屋大都低矮，而101的宝塔式的大楼拔地而起，一枝独秀，还拥有世界上最快的电梯，38秒钟时间，就可以直达89层的观景台，
吃货战象,5分,超棒,景色5,趣味5,性价比5,"101大楼可以算是台北的地标性建筑，乘坐地铁在台北101站下车，大约晚上八点到，人挺多的，可以在自助售票终端购买门票，价格有点小贵，需要新台币600元，相当于人民币128元。
        排了半小时的队伍终于上楼了，电梯速度超快，不到40秒钟就到89楼，不愧是最快的电梯。在观景平台俯瞰台北灯火阑珊的夜景，感觉超壮观，好唯美好浪漫，好想一直在上面和喜欢的人一起感受这么漂亮的景色。"
M30****2342,5分,超棒,景色5,趣味5,性价比5,从101往外看夜景，可以俯瞰整个台北，灯火通明。台北101下面是商场，我们仅路过瞄了一眼奢饰品。登上观景台，俯瞰台北，景色尽收眼底。所有的建筑都显得特别渺小，还能看到松山机场，一架架飞机起飞降落。
M30****2697,5分,超棒,景色5,趣味5,性价比5,101的造型不算现代，和上海的摩天大楼比起来中规中矩，但穿插了很多中华传统元素在里面，更有东方韵味。从101往外看夜景，可以俯瞰整个台北，灯火通明。台北101下面是商场，我们仅路过瞄了一眼奢饰品。
320****987,5分,超棒,景色5,趣味5,性价比5,游览完故宫回程抵达台北101刚好黄昏。发觉黄昏时的阳光，配合101室外的亮灯，特显101高耸宏伟的建筑外观。建筑外的七彩图案和LOVE的标志也是拍照的景点、
M33****6152,5分,超棒,,,,101大楼为台北著名特色建筑物，位于交通方便的信义区，这里有美食街、餐厅、超市，可以享受美食，也有精品店，可以采购各种礼物，位于89楼以上的观景台，可以购票前往，远望台北周遭，是个不错的景点哦
江南小俊,4分,满意,景色5,趣味3,性价比4,在高层用餐，俯视下面熙熙攘攘车水马龙，别有一番风味，另外号称亚洲上升最快的电梯，几秒就可以到顶，耳鸣的感觉很明显，楼下对面就是诚品旗舰店，也很值得一探。
M30****3226,5分,超棒,景色5,趣味5,性价比5,感觉就跟来上海必去东方明珠一样的，话说在上海这么多年了也没上去过。101上面有放着101从设计到建工的介绍影片，可以360度俯瞰全台北，也可以写明信片寄给自己，总体还是不错的。非常美丽壮观。
M31****5916,5分,超棒,景色5,趣味5,性价比5,在台北，101大楼已经成为近几年的新地标，分为百货公司和办公大楼二个部分，百货公司也成为许多观光客在台北的必逛景点，周边的信义商圈，更是各大品牌百货公司林立，来走走吧！
M51****565,5分,超棒,景色5,趣味5,性价比5,101对面的象山，无疑是欣赏它的最佳地儿。早早找定最有feel 的高度，安静地等待夕阳西下，当阳光离开这座挺拔的建筑，人们立即为他穿上光的新衣。红，橙，黄，绿，蓝，靛，紫，调皮得一周换七个色
cris0212,5分,超棒,景色5,趣味5,性价比4,"台湾最高的大楼，观景台的电梯是一大特色，速度非常快，从塔底到达塔顶仅需30秒左右，过程中电梯讲解员是给我们讲解，讲解时间到就到顶了，非常巧妙。
天气好的话，塔顶是观看台北夜景的绝好地点。"
vivienvivien,5分,超棒,景色5,趣味5,性价比5,"位于台北市信义区，是台北最显眼的地标性建筑，曾经六年蝉联“世界第一高楼”称号。

·室内观景台可透过落地窗俯瞰台北，是欣赏台北夜景的最佳地点之一。观景楼层有纪念品可购买，还有多种样式明信片及邮票供选择。
购物中心拥有许多旗舰店，如BALLY、LV、Prada、Gucci、Cartier、DIOR及FENDI等。
餐厅楼层聚集着鼎泰丰、代官山居食屋、晶汤匙泰式料理、九如浙江美食、川滇食尚等各式菜系美味。"
203****390,5分,超棒,景色5,趣味5,性价比5,在101坐平梯到三层，再从LV前面的电梯到四层就可以买票并且排队做有吉尼斯纪录的电梯了。整个过程很平稳，基本没什么失重的感觉。上面是个环形观景台，重要的地方都有类似图五的指示标。有张惠妹的房子呀，中正纪念堂呀等等。中间部分是卖101手信的，明信片还可以盖章，还有杯子拼图什么的。听说天气好还能到外观景台，但是看我这天是有小雨加雾，并不开放
M33****1136,5分,超棒,景色5,趣味5,性价比5,再度登上101的观景台还是觉得很值得，最爱的就是傍晚时候上去，同时享受Day and Night 的景色，跟晚霞的变化，不论是跟家人、情侣、或是带异地的朋友来都很适合
Alexa A,5分,超棒,景色5,趣味5,性价比5,台北101最著名是因为它是台湾最高的大楼，它的购物中心其实是在旁边连着的矮楼，101本身是商业办公厅，因为台北是盆地，所以台北走到哪里，都可以远眺到101大楼。
M33****9956,5分,超棒,景色5,趣味5,性价比5,位处于捷运象山线101站 交通很方便 东南西北都有景点 邻近象山、君悦酒店、南山微风、新光三越、诚品信义 观光客 在地人推荐的鼎泰丰也在其中 有超市、美食街和精品 顶楼也有观景台可观赏台北美景
M36****7920,5分,超棒,景色5,趣味5,性价比5,101大厦的门票，我们是选择到了那里再买。去的时候适逢国庆，所以排队排长队排大长队自然是不用多说。但是！！101的工作人员非常坑爹，大家一定要自己讨巧一点不要傻傻的。值得一去！
LikeGor,5分,超棒,景色5,趣味5,性价比5,101大厦作为台湾必去景点，是曾经亚洲第一塔，共89层，可循着楼梯前往91层露天观景台。坐淡水信义线至世贸站即可，B1层有美食广场，价格不贵，5层还有卖特产凤梨酥牛轧糖之类的。
伦敦小王子,4分,满意,景色4,趣味4,性价比4,101大楼可以说是台北的第一地标建筑，101大楼是台北最高的大楼，里面拥有着大型的购物中心，聚集了世界各大奢侈品牌的入驻，101大楼的最高一层则是有名的俯瞰整个台北的观景地。
LIUJUN2756,5分,超棒,景色5,趣味5,性价比5,我们没有花钱花时间排队上观景台，而是去象山上拍日落和夜景，虽然很累而且蚊子多，但是看到了红红的落日很漂亮！等太阳下山，101大楼亮灯了，又是另外一种风景！
a阿敏min,5分,超棒,景色5,趣味5,性价比5,3月份刚去了台湾旅游，到了美丽的台湾岛第一天就去了台北101高楼，乘坐世界上最快速的电梯瞬间就到了88楼，可以在101高楼俯瞰台北市。
西等记忆,5分,超棒,景色5,趣味5,性价比5,台北的夜景很美，101观景台是最好的看台北夜景的地方，虽然小贵但你去了会感觉很值得。有室内和室外观景台，还有阻尼器，从观景台看下去夜景太美了(美得我词汇匮乏不知道怎样形容）
隨時出走,5分,超棒,景色5,趣味5,性价比5,台北的大地標，在天氣好時登高(搭到覌景台)可以看到整個台北盆地，可以体驗高速电梯，上面有咖啡廳及覌光名產小店，晚上看夜景挺美，下層有各大名品百貨、餐廳，最佳時間是傍晚上去~
徐霞客之旅,5分,超棒,景色5,趣味5,性价比5,台北101大楼是台北著名的标志性景点，非常有名，一般是台湾旅游的第一站，在台北101大楼观景台，看台北市的夜景，非常美丽，很繁华。
M30****5864,5分,超棒,景色5,趣味5,性价比5,上了91楼，在外面吹了吹风就进来了。因为太阳太晒了！在89楼的放映厅看了101的诞生，买了点纪念品就下来了，101附近就是微风 、新光三越 、华纳威秀。非常壮观，风景很美。
M34****0734,5分,超棒,景色5,趣味5,性价比5,"不错
很不错的感觉，就是排队的人很多很多，如果预约星巴克的话可以上楼去免费参观，不过有最低消费而已。比较推荐夜间去看。值得前来。"
M36****1863,5分,超棒,景色5,趣味5,性价比5,今天是一路踩着营业结束的游览，到达89层室内观景平台的时候已经9点多，距离营业结束不到一个小时，人流已经很少，可以随意地欣赏360度的台北夜景。景色很美，非常壮观！
吃萝卜的鱼儿,5分,超棒,景色5,趣味5,性价比5,101大楼对我而言是去台北必去的标志地。从小看台湾偶像剧，就对这台北第一建筑念念不忘了。台北101大楼集办公、观景台和购物中心于一体，是台北的标志性建筑。非常壮观。
伦敦小王子,4分,满意,景色4,趣味4,性价比4,台北的101大楼是台北著名的一个购物中心，它下面几层是购物中心，最上面的则是观景台，上到顶层观景台的门票是200多块来着，不知道现在涨价了没，因为我去的时候到现在来评论已经过了两年了。
M30****9258,5分,超棒,景色5,趣味5,性价比5,看到雨中的101，很孤独的感觉……其实挺喜欢这种一座城市一个地标，一座高楼的感觉。很不喜欢香港那种全部高楼堆砌在一起，抬头看到的不是天空而是玻璃墙。非常美丽壮观。
Newflyyy,5分,超棒,景色5,趣味5,性价比5,台北101大楼很有名，是台北的标志性建筑，台北市中心都可以看到101大楼，101大楼是个综合性大厦，去了购物中心，还去了101大楼的观景平台！
david_xiayu,5分,超棒,景色5,趣味5,性价比5,"台北的101大楼是台北重要地标。
基座为一柄如意，象征万事如意，楼身似竹子，象征节节高，步步高升之意。
这里有世界最大最重的风阻尼器，用于减弱台风、地震对大楼的影响。"
Shah Lee,5分,超棒,,,,"真的很值得一游,景色优美,技术进步不错。我强烈推荐参观这个地方,一个很棒的“旅游陷阱”。"
微笑的向日葵🌻,5分,超棒,景色5,趣味5,性价比5,步入台北101，您会被高速电梯的速度和顶层的观景台所震撼。乘坐世界上最快的电梯之一，仅需几十秒钟，您就能从底层直达观景台，感受到快速上升的刺激与兴奋。而一旦抵达观景台，您将被眼前的壮丽景色所征服。从这里，您可以俯瞰整个台北市的美景，尽览群山、大海和城市的壮丽景色，仿佛触摸到云端的感觉。
pa****e,4分,满意,景色4,趣味4,性价比4,台北101大楼，登楼需要买票，普通600台币一人，残疾人540台币，轮椅可以有一人陪同优先。我们8点40上电梯，37秒就到了89楼，这个速度保持了很多年的世界第一。上去可以看看台北的夜景，绕场一周，可惜玻璃不太干净，外面还有网，拍照的效果不好。91层室外观景台，只开放大概90度吧，而且围墙很高，向下看也看不了多少，主要是可以仰拍大楼最高几层的尖尖。看完之后再下89层买冰箱贴，然后再电梯到底层。作为台北地标性的建筑，可以一去。
M37****5446,5分,超棒,景色5,趣味5,性价比5,台北必打卡的地方~我们没有去101观景台，选的35楼的星巴克观景。那天有点雾，但是反而营造了一种仙气。在台北最高的楼上，云就在你触手可及的地方，一阵风吹过，一层层雾中散开了一片缓慢的车流，坐在观景的凳子上，不知不觉半个小时就过去了。
超级ctt,4分,满意,景色5,趣味3,性价比4,位于台北市精华地带，信义路五段世贸中心旁，捷运象山线〝台北101 /世贸站〞下车即达。楼下有美食街、伴手礼店和台湾人气餐饮鼎泰丰餐厅，(如欲吃鼎泰丰，这里是不错的选择，因为位子较多，等候时间较短)，用餐完可到楼上采购世界名牌商品，购物走道宽敞，挑高的购物空间，让人不觉得拥挤，逛累了，可在宽敞的中庭休息，或在咖啡Shop喝咖啡、茶饮小憇，是个值得推荐的购物、用餐或休闲好去处。
攸声旅游,5分,超棒,景色5,趣味5,性价比5,"台北的地标！台北的建筑普遍低矮，远远的就能看见101大楼，非常瞩目！

观景台设在87-89层，需要从5楼购票后，直达电梯送至88楼，曾经这是世界上最快的电梯，后来就被我们上海中心取代啦。

88层是室内观光层，360&#176;俯瞰台北市，89有户外观景台。87层是下行电梯，可以看到一个巨大的圆球，这就是风阻尼器，有了它，再大的台风也不怕啦~"
YuYu,5分,超棒,景色5,趣味5,性价比5,还是很漂亮，值得一去，电梯非常快，30几秒就上89楼，上去看看台北的夜景还不错，还可以上到91楼有个观景台，但是都是栏杆围着的，不怎么能看出去，上面也有一些卖纪念品和商品的地方，买了门票会给优惠券，纪念品还是卖得比较贵，总体来说，值得一去。
Tom Hung,5分,超棒,景色5,趣味5,性价比5,台灣第一高樓，塔樓為商業辦公大樓，聚集眾多重要的金融貿易公司，裙樓則是大型的高檔購物中心，世界上主要的高檔奢侈品品牌均在此設置了形象旗艦店。
DLBJ2018,5分,超棒,景色5,趣味5,性价比5,台北101大楼是台北的地标式建筑，它高高耸立在台北市中心。这里既是购物中心也是观光景点，从101大楼俯看台北夜景很美。这里的购物中心不但有各色的专卖店还有许多有名的餐厅，是观光购物的好去处。每年的跨年烟火非常精彩，不可错过。
阿悠麻麻,5分,超棒,景色5,趣味5,性价比5,"从中正纪念堂搭捷运到101,只有5站而已。101对于现在的台北来说,也是一个标志性的建筑,由建筑师李祖原设计,2010年以前是世界第一高楼。 
从地铁站出来,直接就通到101大厦的入口处,这么近距离的从底下往上看,还是满壮观的。台北除了101以为,所有其他的房子都不高,所有几乎你走到哪里,都可以看到101的。
既然到了101,怎么能不去体验一下这个全世界最快速度的电梯呢,即使上去的费用有点小贵。40秒左右的时间就可以到达69层的高楼,真的很快,快到耳朵都要难受好一会才缓过来。"
菜姑娘,4分,满意,景色4,趣味3,性价比3,"台北101，地标性的建筑，位于台北繁华地段，捷运出来就是，人流涌动，热闹非凡。
101大楼集美食，购物，参观于一体，满足各个人群的需求。
门票有点贵，600台北，相当于130左右人民币。排队不算长，很快就能排到。
电梯值得一座，只要40秒左右，就能达到，速度超快。
楼上的参观谈不上很惊艳，很东方明珠，澳门塔等有异曲同工，建议晚上去，或者天气好的时候去，能见度高，晚上可以看灯光。"
大老鼠格蕾丝,4分,满意,景色4,趣味4,性价比4,记得最早知道台北101大楼还是听蔡依林的歌，话说从她的歌里知道了好多地方啊23333！台北地标建筑，曾经也是世界最高的大楼，不过对从魔都来的我们说并不稀奇。我们只是傍晚在下层的商场逛了一下，没有买票登顶，觉得没什么大意思。而且如果要拍台北全景，显然就不应该从101里面拍，就跟巴黎全景少了个铁塔一样。101夜晚亮灯的时候，感觉还是会和纽约帝国大厦有一丢丢像，都很有气势。
爱喝柠檬茶,4分,满意,景色4,趣味4,性价比4,这是台湾标志性的地标了，好像现在台湾也没有出现比它还高的建筑，我感觉它的外形要比小蛮腰丑呢，不过它之前获了很多头衔呢，入口在5楼，89层是室内观光台，91层是室外观光，人很多，那里除了看景的好地方以外，还是shopping的好地方，不过价格就绝非便宜就是了，体验还行，不过可以缩短排队的时间，那会更好。
juki235,5分,超棒,景色5,趣味5,性价比5,101大楼是台北最高的建筑，从桃源机场下来进台北的高速上就能看到他的身影。感觉像是一个巨大的玉琮，把中华艺术融入了建筑里，非常的漂亮。大厦下面7层是商场，东西挺贵很高档，楼下的广场上全是游客非常热闹，来台北这里千万不可错过。
奔跑,5分,超棒,景色5,趣味4,性价比5,台北市的地标建筑，捷运线路直接联通，出地铁站直接到101楼下。101是台北著名的商圈，各大品牌都集中在这里。估计有很多点评都评价的是101大楼本身。实际上在101大楼周边有非常多的商业设施，包括诚品书店。以及松山文创园。步行都在20分钟以内可以到达。利用一天的时间好好逛逛101和周边适是个不错的选择。
_WB4****635,5分,超棒,景色5,趣味5,性价比5,老夫子：《往事逾千年&#183;臺灣風光》一一101大楼15&#183;10&#183;13傍晚（平板拍）                  《 眼 皃 媚 》 金秋時節夜瀟瀟。仰望101。客来應癡，眉彎蹙現。瞭得樓髙。         小憩峰至徐進處，人海茫茫杳。俯觀窮妙，燈火明燭，無遺全小！                                        丁酉年七月初十
小小绿带爆米花,5分,超棒,景色5,趣味5,性价比5,现在连台北101大楼附近都很少人了，车也少了很多，没有多少人上班。Wework平时一座难求，现在要是觉着烦了可以换着位置坐，咖啡和啤酒管够，看你想去干什么了。
